ID_KAIROS	Productos_Clave	Productos_Descripcion	Presentaciones_Descripcion	ClavePresentacion	Concentracion	UnidadConcentracion	Especificacion	ViaAdministracion	Medio	CantidadEnvase	Dosis	CantidadUnidad	Laboratorios_Clave	Abreviatura	Laboratorios_Descripcion
5095	7095	EUCERIN DRY SKIN	Bálsamo Atopic Calmante x 200ml	11	0					0	0	200	7	BEIERSDORF	Beiersdorf S.A.
5096	7096	EUCERIN FACIAL	Crema x 50ml Anti Enrojecim.	11	0				Crema	0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5097	7096	EUCERIN FACIAL	Emul. x 200ml Limpiadora	9	0				Emul.	0	0	200	7	BEIERSDORF	Beiersdorf S.A.
5098	7096	EUCERIN FACIAL	Fluído Despigment x 50ml	15	0					0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5099	7096	EUCERIN FACIAL	Hyaluron Filler x 50ml	12	0					0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5100	7096	EUCERIN FACIAL	Hydro Protect x 50ml	5	0					0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5101	7096	EUCERIN FACIAL	Modelliance Día x 50ml	13	0					0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5102	7096	EUCERIN FACIAL	Modelliance Noche x 50ml	14	0					0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5103	7096	EUCERIN FACIAL	Q10 Active Crema Día x 50ml	8	0				Crema	0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5104	7096	EUCERIN FACIAL	Q10 Active Crema Noche x 50ml	2	0				Crema	0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5105	7096	EUCERIN FACIAL	Q10 Active Crema x 15ml Contorno Ojos	3	0				Crema	0	0	15	7	BEIERSDORF	Beiersdorf S.A.
5106	7096	EUCERIN FACIAL	Q10 Active Fluído x 50ml	7	0					0	0	50	7	BEIERSDORF	Beiersdorf S.A.
5107	7096	EUCERIN FACIAL	Tónico Facial x 200ml	10	0				Tónico	0	0	200	7	BEIERSDORF	Beiersdorf S.A.
5108	7097	KAPLUS	Caps. x 60	1	0				Caps.	60	0	0	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
5109	7098	KAPLUS-D	Caps. x 60	1	0				Caps.	60	0	0	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
5110	7099	CAPRIMIDA D BALANCE	Comp. Rec. x 30	1	0				Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5111	7100	LEODRIN 70 LIQUICAPS	70mg Caps. Blandas x 5	1	70	mg			Caps.	5	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5112	7103	CARVEDILOL	25mg Comp. Biranur. x 30	1	25	mg			Comp.	30	0	0	76	SANITAS	Instituto Sanitas S.A.
5113	7104	SANIDECAL	320mg Caps. x 30	2	320	mg			Caps.	30	0	0	76	SANITAS	Instituto Sanitas S.A.
5114	7105	SANIDECAL-D	Caps. x 30	1	0				Caps.	30	0	0	76	SANITAS	Instituto Sanitas S.A.
5115	7106	LANTUS	Cart. x 1 x 3ml	2	0				Cart.	1	0	3	157	SANOFI AVENTIS	Sanofi Aventis
5116	7106	LANTUS	Cart. x 5 x 3ml	3	0				Cart.	5	0	3	157	SANOFI AVENTIS	Sanofi Aventis
5117	7106	LANTUS	Fco. Vial x 10ml	1	0				Vial	0	0	10	157	SANOFI AVENTIS	Sanofi Aventis
5118	7106	LANTUS	SOLOSTAR Cart. x 1 x 3ml	4	0				Cart.	1	0	3	157	SANOFI AVENTIS	Sanofi Aventis
5119	7107	LEVITRA	10mg Comp. x 1	4	10	mg			Comp.	1	0	0	8	BAYER	Bayer S.A.
5120	7107	LEVITRA	10mg Comp. x 2	2	10	mg			Comp.	2	0	0	8	BAYER	Bayer S.A.
5121	7107	LEVITRA	10mg Comp. x 4	5	10	mg			Comp.	4	0	0	8	BAYER	Bayer S.A.
5122	7107	LEVITRA	20mg Comp. x 1	6	20	mg			Comp.	1	0	0	8	BAYER	Bayer S.A.
5123	7107	LEVITRA	20mg Comp. x 2	3	20	mg			Comp.	2	0	0	8	BAYER	Bayer S.A.
5124	7108	MERCAPTOPURINA	50mg Comp. x 25	1	50	mg			Comp.	25	0	0	13	BIOSANO	Laboratorios Biosano S.A.
5125	7110	VALIXA	450mg Comp. x 60	1	450	mg			Comp.	60	0	0	68	ROCHE	Productos Roche Ltda.
5126	7111	BUDASMAL	200mcg Env. x 200 Dosis	1	200	mcg			Env.	0	200	0	18	CHILE LAB.	Laboratorios Chile S.A.
5127	7111	BUDASMAL	50mcg Env. x 200 Dosis	2	50	mcg			Env.	0	200	0	18	CHILE LAB.	Laboratorios Chile S.A.
5128	7112	DESITIN CREAMY	Env. x 57g	1	0				Env.	0	0	57	205	JOHNSON&JOHNSON	Johnson & Johnson Personal Care Chile S.A.
5129	7114	BLEPHAGEL DUO	Tubo Operculado x 40g + Compres x 100	1	0				Tubo	0	0	40	4	ANDROMACO	Laboratorios Andrómaco S.A.
5130	7116	H-VIT	Micro Comp. x 400	1	0				Comp.	400	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
5131	7118	SAL LIVIANA EN SODIO CON OREGANO	Salero x 100g	1	0					0	0	100	65	RECCIUS	Laboratorios Reccius Ltda.
5132	7119	AGUA DESTILADA	Fco. x 1000ml	2	0				Fco.	0	0	1000	74	SANDERSON	Laboratorio Sanderson S.A.
5133	7119	AGUA DESTILADA	Fco. x 500ml	1	0				Fco.	0	0	500	74	SANDERSON	Laboratorio Sanderson S.A.
5134	7120	D-MANITOL	15% Env. x 250ml	1	15	%			Env.	0	0	250	74	SANDERSON	Laboratorio Sanderson S.A.
5135	7120	D-MANITOL	15% Env. x 500ml	2	15	%			Env.	0	0	500	74	SANDERSON	Laboratorio Sanderson S.A.
5136	7121	FITOQUINONA	10mg Amp. x 100 x 1ml	1	10	mg			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
5137	7121	FITOQUINONA	1mg Amp. x 100 x 1ml	2	1	mg			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
5138	7122	NANDROLONA	25mg Amp. x 25 x 1ml	1	25	mg			Amp.	25	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
5139	7123	BONIL	Fco. Jbe. x 120ml	1	0				Jbe.	0	0	120	40	LAFI	Ver RECALCINE
5140	7124	AMOFEN	Fco. Got. x 25ml	1	0				Got.	0	0	25	40	LAFI	Ver RECALCINE
5141	7125	COTIBIN ANTIGRIPAL	Comp. Rec. x 10	1	0				Comp.	10	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
5142	7126	GLIFORTEX-G	500 /2.5mg Comp. Rec. x 30	2	500				Comp.	30	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
5143	7126	GLIFORTEX-G	500 /5mg Comp. Rec. x 30	3	500				Comp.	30	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
5144	7128	MINIGEST	75 /30 Comp. Rec. x 21	2	75				Comp.	21	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
5145	7129	MINIGEST-15	15 Comp. Rec. x 28	1	15				Comp.	28	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
5146	7131	VAGIFEM	25mcg Comp. Rec. x 15 c/Aplic.	1	25	mcg			Comp.	15	0	0	82	SILESIA	Laboratorios Silesia S.A.
5147	7132	REUFIN	500mg Caps. x 30	1	500	mg			Caps.	30	0	0	76	SANITAS	Instituto Sanitas S.A.
5148	7133	VARTALAN D FORTE	Comp. Rec. x 30 c/porta Blst.	1	0				Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
5149	7134	URAMOL	10 Pomo Crema x 100g	1	10				Crema	0	0	100	86	STIEFEL	Laboratorios Stiefel de Chile y Cia. Ltda.
5150	7134	URAMOL	20 Pomo Crema x 100g	2	20				Crema	0	0	100	86	STIEFEL	Laboratorios Stiefel de Chile y Cia. Ltda.
5151	7135	BETAFERON	8MUI /ml Caja Fco. Vial x 15 +15 Jer.Precarg	1	8	MUI			Vial	15	0	0	8	BAYER	Bayer S.A.
5152	7136	NERVIX	75mg Comp. x 30	2	75	mg			Comp.	30	0	0	62	BAGO	Laboratorios Bagó S.A.
5153	7138	ARTRIDOL DUO	500mg Caps. Blandas x 60	1	500	mg			Caps.	60	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
5154	7138	ARTRIDOL DUO	Forte Sobres x 30	2	0		Forte		Sobres	30	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
5155	7139	SUPRACALM	1g Comp. x 20	1	1	g			Comp.	20	0	0	88	TECNOFARMA	Tecnofarma S.A.
5156	7140	URAZOL C.R.	10mg Comp. x 10	1	10	mg			Comp.	10	0	0	88	TECNOFARMA	Tecnofarma S.A.
5157	7141	SUPRAHYAL	25mg Jer. Prell.	1	25	mg			Jer.	0	0	0	88	TECNOFARMA	Tecnofarma S.A.
5158	7145	CLOB-X CREMA	Tubo Crema x 30g	1	0				Crema	0	0	30	104	GALDERMA	Galderma Chile Laboratorios Ltda.
5159	7146	ZIENT	10mg Comp. x 28	2	10	mg			Comp.	28	0	0	79	SCHERING PL	Laboratorio Schering Plough
5160	7147	RHINOCORT AQUA	32mcg Nasal Susp. p/Neb. x 120 Dosis	2	32	mcg		Nasal	Susp.	0	120	0	121	ASTRAZENECA	AstraZeneca S.A.
5161	7147	RHINOCORT AQUA	64mcg Nasal Susp. p/Neb. x 120 Dosis	1	64	mcg		Nasal	Susp.	0	120	0	121	ASTRAZENECA	AstraZeneca S.A.
5162	7148	HORMORAL	100mg Caps. Blandas x 30	1	100	mg			Caps.	30	0	0	82	SILESIA	Laboratorios Silesia S.A.
5163	7149	LIREX	2.5mg Comp. x 30	1	2,5	mg			Comp.	30	0	0	82	SILESIA	Laboratorios Silesia S.A.
5164	7150	BERSEN MD	10mg /5ml Susp. x 60ml y Jer. Dosif.	1	10	mg			Susp.	0	0	60	56	PASTEUR	Laboratorios Pasteur Ltda.
5165	7155	CLUVAX	100mg Vag. Ov. x 3	1	100	mg		Vag.	Ov.	3	0	0	123	GYNOPHARM	Ver RECALCINE
5166	7155	CLUVAX	100mg Vag. Ov. x 7	2	100	mg		Vag.	Ov.	7	0	0	123	GYNOPHARM	Ver RECALCINE
5167	7156	RINOFILAX	5mg Comp. x 10	1	5	mg			Comp.	10	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5168	7156	RINOFILAX	5mg Comp. x 30	2	5	mg			Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5169	7157	INSULINAS ANALOGAS NOVO NORDISK	Levemir FlexPen 100UI /ml x 5 x 3ml	5	100	UI				5	0	3	181	NOVO NORDISK	Lab. Novo Nordisk A/S
5170	7157	INSULINAS ANALOGAS NOVO NORDISK	NovoMix 30 FlexPen 100UI /ml x 5 x 3ml	2	100	UI				5	0	3	181	NOVO NORDISK	Lab. Novo Nordisk A/S
5171	7157	INSULINAS ANALOGAS NOVO NORDISK	NovoRapid FlexPen 100UI /ml x 5 x 3ml	4	100	UI				5	0	3	181	NOVO NORDISK	Lab. Novo Nordisk A/S
5172	7157	INSULINAS ANALOGAS NOVO NORDISK	NovoRapid Penfill  100UI /ml x 5 x 3ml	1	100	UI				5	0	3	181	NOVO NORDISK	Lab. Novo Nordisk A/S
5173	7157	INSULINAS ANALOGAS NOVO NORDISK	NovoRapid -Vial 100UI /ml x 1 x 10ml	3	100	UI				1	0	10	181	NOVO NORDISK	Lab. Novo Nordisk A/S
5174	7160	DIABION	Caps. Gel.Blanda x 30	1	0				Caps.	30	0	0	50	MERCK	Merck S.A.
5175	7161	OSTEOCAPS	Caps. Blandas x 30	1	0				Caps.	30	0	0	50	MERCK	Merck S.A.
5176	7162	CETIRIZINA DICLORHIDRATO	10mg Comp. x 10	1	10	mg			Comp.	10	0	0	67	RIDER	Laboratorios Rider S.A.
5177	7162	CETIRIZINA DICLORHIDRATO	10mg Comp. x 30	2	10	mg			Comp.	30	0	0	67	RIDER	Laboratorios Rider S.A.
5178	7164	SULIX	LP 0.4mg Caps. x 30	1	0,4	mg	LP		Caps.	30	0	0	67	RIDER	Laboratorios Rider S.A.
5179	7164	SULIX	LP 0.4mg Caps. x 60	2	0,4	mg	LP		Caps.	60	0	0	67	RIDER	Laboratorios Rider S.A.
5180	7165	IPV	Iny. Jer. Prell. x 1 Dosis	1	0			Iny.	Jer.	0	1	0	163	SANOFI PASTEUR	Sanofi Pasteur S.A.
5181	7166	MENINGO A + C	Jer. Prell. x 1 Dosis	1	0				Jer.	0	1	0	163	SANOFI PASTEUR	Sanofi Pasteur S.A.
5182	7171	TRANT	100mg Comp. x 20	2	100	mg			Comp.	20	0	0	47	MAVER	Laboratorios Maver S.A.
5183	7172	ENFAGROW PREMIUM	Env. x 400g	1	0				Env.	0	0	400	48	MEAD JOHNSON	Ver Laboratorio SAVAL
5184	7172	ENFAGROW PREMIUM	Env. x 900g	2	0				Env.	0	0	900	48	MEAD JOHNSON	Ver Laboratorio SAVAL
5185	7173	GASOPAX	Comp. x 24	1	0				Comp.	24	0	0	60	PRATER	Laboratorio Prater S.A.
5186	7174	TOTELLE CONTINUO	1mg Grag. x 28	1	1	mg			Grag.	28	0	0	95	WYETH	Laboratorios Wyeth Inc.
5187	7175	TUCSAN	Jbe. x 125ml	1	0				Jbe.	0	0	125	60	PRATER	Laboratorio Prater S.A.
5188	7176	STIEFEL INDOXYL GEL	Tubo x 30g	1	0				Tubo	0	0	30	86	STIEFEL	Laboratorios Stiefel de Chile y Cia. Ltda.
5189	7178	PRO-BEXTRA IM/IV	40mg Vial F.Amp. x 1	1	40	mg			F.Amp.	1	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
5190	7183	PROZONE GEL	Pomo Gel x 125g	1	0				Gel	0	0	125	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
5191	7184	ELIDEL CREMA	1% Tópico Crema x 10g	2	1	%		Tópico	Crema	0	0	10	131	NOVARTIS	Lab. Novartis Chile S.A.
5192	7184	ELIDEL CREMA	1% Tópico Crema x 15g	1	1	%		Tópico	Crema	0	0	15	131	NOVARTIS	Lab. Novartis Chile S.A.
5193	7185	CALCIGRAN D	Caps. x 30	1	0				Caps.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
5194	7186	CALCIGRAN D FORTE	Caps. x 30	1	0				Caps.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
5195	7188	NEBILET	5mg Comp. x 28	1	5	mg			Comp.	28	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
5196	7189	LUPRON DEPOT 11.25MG	11.25mg Amp.	1	11,25	mg			Amp.	0	0	0	1	ABBOTT	Abbott Laboratories de Chile Ltda.
5197	7192	DOLIDER	Comp. Rec. x 10	1	0				Comp.	10	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
5198	7192	DOLIDER	Comp. Rec. x 100 (Sobresx25 Comp	3	0				Comp.	100	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
5199	7193	MELIC	15mg Comp. x 10	2	15	mg			Comp.	10	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
5200	7193	MELIC	15mg Comp. x 30	3	15	mg			Comp.	30	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
5201	7193	MELIC	7.5mg Comp. x 15	1	7,5	mg			Comp.	15	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
5202	7194	HELPIN LC LIQUICAPS	50mg Caps. Blandas x 2	3	50	mg			Caps.	2	0	0	40	LAFI	Ver RECALCINE
5203	7194	HELPIN LC LIQUICAPS	50mg Caps. Blandas x 6	4	50	mg			Caps.	6	0	0	40	LAFI	Ver RECALCINE
5204	7195	ALIZAR	50mg Comp. x 30	1	50	mg			Comp.	30	0	0	123	GYNOPHARM	Ver RECALCINE
5205	7196	PIPLEX	10mg Caps. Blandas x 30	2	10	mg			Caps.	30	0	0	166	MEDIDERM	Ver RECALCINE
5206	7196	PIPLEX	20mg Caps. Blandas x 30	3	20	mg			Caps.	30	0	0	166	MEDIDERM	Ver RECALCINE
5207	7196	PIPLEX	30mg Caps. Blandas x 30	4	30	mg			Caps.	30	0	0	166	MEDIDERM	Ver RECALCINE
5208	7196	PIPLEX	5mg Caps. Blandas x 30	1	5	mg			Caps.	30	0	0	166	MEDIDERM	Ver RECALCINE
5209	7197	HHT 4UI	Liof. 4UI Iny. Fco. Sol. c/Solv. y Jer.	1	4	UI	Liof.	Iny.	Sol.	0	0	0	143	PENTAFARMA	Ver FRESENIUS MEDICAL CARE
5210	7198	SHAMPOO ANTICASPA	Fco. x 250ml	1	0				Fco.	0	0	250	7	BEIERSDORF	Beiersdorf S.A.
5211	7202	COLONAID	6mg Comp. x 10	1	6	mg			Comp.	10	0	0	40	LAFI	Ver RECALCINE
5212	7202	COLONAID	6mg Comp. x 30	2	6	mg			Comp.	30	0	0	40	LAFI	Ver RECALCINE
5213	7202	COLONAID	Pack 6mg Cajas x 2 Comp. x 30	3	6	mg			Comp.	30	0	0	40	LAFI	Ver RECALCINE
5214	7203	CETAPHIL SPF 15	Crema x 118g	3	0				Crema	0	0	118	104	GALDERMA	Galderma Chile Laboratorios Ltda.
5215	7204	MESTINON	60mg Comp. x 100	2	60	mg			Comp.	100	0	0	147	RAFFO	Laboratorios Raffo S.A.
5216	7204	MESTINON	60mg Comp. x 20	1	60	mg			Comp.	20	0	0	147	RAFFO	Laboratorios Raffo S.A.
5217	7205	LIBRAXIN	Grag. x 30	1	0				Grag.	30	0	0	147	RAFFO	Laboratorios Raffo S.A.
5218	7206	EFUDIX	5% Tubo Ung. x 20g	1	5	%			Ung.	0	0	20	147	RAFFO	Laboratorios Raffo S.A.
5219	7208	PROTAMINA	Amp. x 1	1	0				Amp.	1	0	0	147	RAFFO	Laboratorios Raffo S.A.
5220	7218	APLICADOR VITIS DE SEDA	Aplicador seda	1	0					0	0	0	116	DENTAID	Laboratorios Dentaid S.A.
5221	7220	ALLEGRA 180	180mg Comp. Rec. x 10	1	180	mg			Comp.	10	0	0	157	SANOFI AVENTIS	Sanofi Aventis
5222	7221	EZETROL	10mg Comp. x 20	2	10	mg			Comp.	20	0	0	103	MERCK SHARP & D	Merck Sharp & Dohme
5223	7224	INVANZ	1g Fco. Vial	1	1	g			Vial	0	0	0	103	MERCK SHARP & D	Merck Sharp & Dohme
5224	7225	BRONDILAT	4mg Mast. Comp. x 10	5	4	mg		Mast.	Comp.	10	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5225	7225	BRONDILAT	4mg Mast. Comp. x 30	6	4	mg		Mast.	Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5226	7225	BRONDILAT	5mg Mast. Comp. x 10	7	5	mg		Mast.	Comp.	10	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5227	7225	BRONDILAT	5mg Mast. Comp. x 30	8	5	mg		Mast.	Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5228	7227	PRAMCIL	20mg Comp. Rec. x 30	1	20	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5229	7227	PRAMCIL	40mg Comp. Rec. x 30	2	40	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5230	7228	GLIDANIL	1000mg Comp. Rec. x 30	3	1000	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5231	7228	GLIDANIL	500mg Comp. Rec. x 30	2	500	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5232	7228	GLIDANIL	850mg Comp. Rec. x 30	1	850	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5233	7229	CALFETOS FORTE	40mg /5ml Jbe. x 100ml	1	40	mg			Jbe.	0	0	100	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5234	7230	DEUCODOL FORTE	200mg Fco. Susp. x 120ml	1	200	mg			Susp.	0	0	120	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5235	7231	CALDAR-D FORTE	Caps. x 30	1	0				Caps.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5236	7232	BILATEN-D	16mg /12.5mg Comp. x 30	2	16	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5237	7233	ELATER CREMA 1%	Crema x 15g	1	0				Crema	0	0	15	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5238	7234	DAMIXAN	10mg Comp. Rec. x 30	2	10	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5239	7235	DEUCOVAL FORTE	550mg Comp. Rec. x 10	1	550	mg			Comp.	10	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5240	7237	ROPSIL	0.5mg Comp. x 30	1	0,5	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5241	7237	ROPSIL	2mg Comp. x 30	2	2	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5242	7239	VIPLAN GOTAS	Sol. x 20ml	1	0				Sol.	0	0	20	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5243	7241	FEMELLE	Comp. Rec. x 28	1	0				Comp.	28	0	0	123	GYNOPHARM	Ver RECALCINE
5244	7241	FEMELLE	Comp. Rec. x 56	2	0				Comp.	56	0	0	123	GYNOPHARM	Ver RECALCINE
5245	7244	IG VENA N I.V.	5g /100ml F.Amp. x 1 + Set infusión	1	5	g			F.Amp.	1	0	0	13	BIOSANO	Laboratorios Biosano S.A.
5246	7245	TOBRAGAN D	Oft. Susp. x 5ml	1	0			Oft.	Susp.	0	0	5	3	ALLERGAN	Laboratorios Allergan Ltda.
5247	7248	INFLEXAL V	Jer. Prell. x 0.5ml + Amp. x 1	1	0				Jer.	0	0	0,5	13	BIOSANO	Laboratorios Biosano S.A.
5248	7249	EPAXAL	Jer. Prell. x 1 x 0.5ml	1	0				Jer.	1	0	0,5	13	BIOSANO	Laboratorios Biosano S.A.
5249	7250	AMOBIOTIC BID	1g Polvo p/ Susp. x 50ml	1	1	g			Susp.	0	0	50	18	CHILE LAB.	Laboratorios Chile S.A.
5250	7250	AMOBIOTIC BID	1g Polvo p/ Susp. x 90ml	2	1	g			Susp.	0	0	90	18	CHILE LAB.	Laboratorios Chile S.A.
5251	7252	ORGALUTRAN	0.25mg /0.5ml Iny. Sol. Jer. x 1	1	0,25	mg		Iny.	Jer.	1	0	0	79	SCHERING PL	Laboratorio Schering Plough
5252	7254	TAPSIN LIMONADA NOCHE	Sobres x 60	1	0				Sobres	60	0	0	47	MAVER	Laboratorios Maver S.A.
5253	7261	TRIMEBUTINO	100mg Comp. x 20	1	100	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
5254	7262	PERATIVE R.T.H.	Env. x 1000ml en contenedor	1	0				Env.	0	0	1000	1	ABBOTT	Abbott Laboratories de Chile Ltda.
5255	7262	PERATIVE R.T.H.	Env. x 500ml en contenedor	2	0				Env.	0	0	500	1	ABBOTT	Abbott Laboratories de Chile Ltda.
5256	7263	PROMOD	Env. x 275g	1	0				Env.	0	0	275	1	ABBOTT	Abbott Laboratories de Chile Ltda.
5257	7264	BRONDILAT	Ad. 10mg Comp. Rec. x 10	1	10	mg	Ad.		Comp.	10	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5258	7264	BRONDILAT	Ad. 10mg Comp. Rec. x 30	2	10	mg	Ad.		Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
5259	7265	IPRAN	10mg Comp. x 30	1	10	mg			Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
5260	7265	IPRAN	20mg Comp. x 30	2	20	mg			Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
5261	7266	AMIREL	30mg Comp. Rec. x 30	1	30	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5262	7268	OFF-TEN	12.5mg Comp. x 30	2	12,5	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5263	7268	OFF-TEN	25mg Comp. x 30	1	25	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
5264	7271	FACIMIN	0.5% P/V Nasal Sol. x 10ml	1	0,5	%		Nasal	Sol.	0	0	10	98	MINTLAB	Mintlab Co.S.A.
5265	7273	LERFIMIN	Ung. x 15g	1	0				Ung.	0	0	15	98	MINTLAB	Mintlab Co.S.A.
5266	7274	NIPOLEN	2.5mg /5ml Fco. x 120ml	1	2,5	mg			Fco.	0	0	120	98	MINTLAB	Mintlab Co.S.A.
5267	7274	NIPOLEN	4mg Comp. x 20	2	4	mg			Comp.	20	0	0	98	MINTLAB	Mintlab Co.S.A.
5268	7275	RINOSTERYL	0.9% Nasal Sol. x 30ml	1	0,9	%		Nasal	Sol.	0	0	30	98	MINTLAB	Mintlab Co.S.A.
5269	7276	LOSARTAN + H	50mg Comp. x 30	1	50	mg			Comp.	30	0	0	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
5270	7277	NIVEA BODY	Exfoliante corporal Gel x 150ml	14	0				Gel	0	0	150	7	BEIERSDORF	Beiersdorf S.A.
5271	7277	NIVEA BODY	Good-Bye celulitis x 200ml	15	0					0	0	200	7	BEIERSDORF	Beiersdorf S.A.
5272	7277	NIVEA BODY	Lotion Sensitiv Piel sensible x 250ml	10	0					0	0	250	7	BEIERSDORF	Beiersdorf S.A.
5273	7277	NIVEA BODY	Milk Hidratante Piel normal x 125ml	4	0					0	0	125	7	BEIERSDORF	Beiersdorf S.A.
5274	7277	NIVEA BODY	Milk Hidratante Piel normal x 250ml	5	0					0	0	250	7	BEIERSDORF	Beiersdorf S.A.
5275	7277	NIVEA BODY	Milk Hidratante Piel normal x 400ml	6	0					0	0	400	7	BEIERSDORF	Beiersdorf S.A.
5276	7277	NIVEA BODY	Milk Nutritiva Piel Extra seca x 125ml	7	0					0	0	125	7	BEIERSDORF	Beiersdorf S.A.
5277	7277	NIVEA BODY	Milk Nutritiva Piel Extra seca x 250ml	8	0					0	0	250	7	BEIERSDORF	Beiersdorf S.A.
5278	7277	NIVEA BODY	Milk Nutritiva Piel Extra seca x 400ml	9	0					0	0	400	7	BEIERSDORF	Beiersdorf S.A.
5279	7277	NIVEA BODY	Reafirmante Q10 Plus x 125ml	11	0		Plus			0	0	125	7	BEIERSDORF	Beiersdorf S.A.
5280	7277	NIVEA BODY	Reafirmante Q10 Plus x 250ml	12	0		Plus			0	0	250	7	BEIERSDORF	Beiersdorf S.A.
5281	7277	NIVEA BODY	Reafirmante Q10 Plus x 400ml	13	0		Plus			0	0	400	7	BEIERSDORF	Beiersdorf S.A.
5282	7277	NIVEA BODY	Soft Milk Piel seca x 125ml	1	0					0	0	125	7	BEIERSDORF	Beiersdorf S.A.
5283	7277	NIVEA BODY	Soft Milk Piel seca x 250ml	2	0					0	0	250	7	BEIERSDORF	Beiersdorf S.A.
5284	7277	NIVEA BODY	Soft Milk Piel seca x 400ml	3	0					0	0	400	7	BEIERSDORF	Beiersdorf S.A.
5285	7277	NIVEA BODY	Tratamiento Anti-Edad x 200ml	16	0					0	0	200	7	BEIERSDORF	Beiersdorf S.A.
5286	7280	GLAFORNIL XR 500	500mg Comp. x 30	1	500	mg			Comp.	30	0	0	50	MERCK	Merck S.A.
