DESCRIPTIONID_VTM;VTM;CuentaDeVMP;Acumulado;GRUPO VTM
10527071000999116;PREPARADO CON CIPROFLOXACINA Y DEXAMETASONA;4;1749;GRUPO 18
10436631000999116;PREPARADO CON CIPROHEPTADINA;1;1750;GRUPO 18
11035911000999112;PREPARADO CON CIPROHEPTADINA Y CLORURO DE MAGNESIO;1;1751;GRUPO 18
10318071000999114;PREPARADO CON CIPROHEPTADINA Y FOSFATO DE CALCIO;1;1752;GRUPO 18
11036001000999119;PREPARADO CON CIPROHEPTADINA Y LACTATO DE CALCIO;1;1753;GRUPO 18
11100971000999110;PREPARADO CON CIPROHEPTADINA Y TIAMINA;1;1754;GRUPO 18
10566271000999115;PREPARADO CON CIPROHEPTADINA, FOSFATO DE CALCIO Y CIANOCOBALAMINA;1;1755;GRUPO 18
7247541000999116;PREPARADO CON CIPROTERONA;5;1760;GRUPO 18
10329671000999116;PREPARADO CON CIPROTERONA Y ESTINILESTRADIOL;1;1761;GRUPO 18
10326041000999112;PREPARADO CON CISAPRIDA;6;1767;GRUPO 18
10416791000999119;PREPARADO CON CISAPRIDA Y SIMETICONA;3;1770;GRUPO 18
6886361000999113;PREPARADO CON CISPLATINO;6;1776;GRUPO 18
6886411000999118;PREPARADO CON CISTEINA;1;1777;GRUPO 18
10289821000999119;PREPARADO CON CISTINA;2;1779;GRUPO 18
10931901000999110;PREPARADO CON CISTINA METIONINA Y GELATINA;1;1780;GRUPO 18
10289551000999113;PREPARADO CON CISTINA Y PIRIDOXINA;2;1782;GRUPO 18
10657141000999115;PREPARADO CON CISTINA, PIRIDOXINA Y BIOTINA;1;1783;GRUPO 18
7291431000999111;PREPARADO CON CITALOPRAM;2;1785;GRUPO 18
6886451000999117;PREPARADO CON CITARABINA;4;1789;GRUPO 18
7128491000999112;PREPARADO CON CITICOLINA;10;1799;GRUPO 18
7144401000999110;PREPARADO CON CITICOLINA Y DIHIDROERGOTOXINA;2;1801;GRUPO 18
7141311000999118;PREPARADO CON CITRATO CALCIO;5;1806;GRUPO 19
10530731000999115;PREPARADO CON CITRATO DE POTASIO;4;1810;GRUPO 19
12992481000999116;PREPARADO CON CITRATO DE SODIO;1;1811;GRUPO 19
9057581000999110;PREPARADO CON CITRONELA;2;1813;GRUPO 19
10566171000999114;PREPARADO CON CITRULINA;1;1814;GRUPO 19
6886781000999117;PREPARADO CON CLADRIBINA;1;1815;GRUPO 19
6886841000999116;PREPARADO CON CLARITROMICINA;7;1822;GRUPO 19
7153741000999117;PREPARADO CON CLEBOPRIDA;2;1824;GRUPO 19
7137741000999110;PREPARADO CON CLENBUTEROL;4;1828;GRUPO 19
8309531000999110;PREPARADO CON CLINDAMICINA;15;1843;GRUPO 19
10715611000999118;PREPARADO CON CLINDAMICINA Y KETOCONAZOL;1;1844;GRUPO 19
10899111000999113;PREPARADO CON CLINDAMICINA Y TRETINOINA;1;1845;GRUPO 19
10908021000999115;PREPARADO CON CLIOQUINOL Y BETAMETASONA;1;1846;GRUPO 19
7152351000999112;PREPARADO CON CLOBAZAM;10;1856;GRUPO 19
8280491000999113;PREPARADO CON CLOBETASOL;12;1868;GRUPO 19
10936891000999116;PREPARADO CON CLOBETASOL Y AMONIO LACTATO;1;1869;GRUPO 19
10382261000999110;PREPARADO CON CLOBETASOL Y NEOMICINA;2;1871;GRUPO 19
10936831000999115;PREPARADO CON CLOBETASONA;1;1872;GRUPO 19
10416901000999111;PREPARADO CON CLOFIBRATO;2;1874;GRUPO 19
10272371000999114;PREPARADO CON CLOMETIAZOL;1;1875;GRUPO 19
7247611000999119;PREPARADO CON CLOMIFENO;1;1876;GRUPO 19
6888581000999112;PREPARADO CON CLOMIPRAMINA;5;1881;GRUPO 19
8309561000999119;PREPARADO CON CLONAZEPAM;8;1889;GRUPO 19
6889021000999110;PREPARADO CON CLONIDINA;3;1892;GRUPO 19
10432071000999114;PREPARADO CON CLONIDINA Y BENDROFLUMETIAZIDA;1;1893;GRUPO 19
7169301000999113;PREPARADO CON CLONIXINATO DE LISINA;3;1896;GRUPO 19
7169381000999117;PREPARADO CON CLONIXINATO DE LISINA Y CICLOBENZAPRINA;1;1897;GRUPO 19
10477031000999111;PREPARADO CON CLONIXINATO DE LISINA Y DEXTROPROPOXIFENO NAPSILATO;1;1898;GRUPO 19
7169561000999115;PREPARADO CON CLONIXINATO DE LISINA Y PARGEVERINA;1;1899;GRUPO 19
8277171000999113;PREPARADO CON CLOPIDOGREL;2;1901;GRUPO 19
11004941000999116;PREPARADO CON CLOPIDOGREL Y ACIDO ACETIL SALICILICO;1;1902;GRUPO 20
10413991000999113;PREPARADO CON CLORAMBUCILO;2;1904;GRUPO 20
6896691000999112;PREPARADO CON CLORANFENICOL;10;1914;GRUPO 20
11166131000999111;PREPARADO CON CLORANFENICOL Y ACIDO SALICILICO;1;1915;GRUPO 20
10387031000999113;PREPARADO CON CLORANFENICOL Y COLAGENASA;3;1918;GRUPO 20
10532641000999115;PREPARADO CON CLORANFENICOL Y NEOMICINA;2;1920;GRUPO 20
10633881000999111;PREPARADO CON CLORANFENICOL Y PREDNISOLONA;1;1921;GRUPO 20
11150011000999114;PREPARADO CON CLORANFENICOL, DEXAMETASONA Y FENILEFRINA;1;1922;GRUPO 20
6956301000999111;PREPARADO CON CLORAZEPATO DIPOTASICO;3;1925;GRUPO 20
10436671000999118;PREPARADO CON CLORAZEPATO DIPOTASICO Y DOMPERIDONA;1;1926;GRUPO 20
10442171000999114;PREPARADO CON CLORAZEPATO DIPOTASICO Y MAZINDOL;1;1927;GRUPO 20
10415851000999112;PREPARADO CON CLORAZEPATO Y SULPIRIDA;1;1928;GRUPO 20
10428551000999110;PREPARADO CON CLORDIAZEPOXIDO;2;1930;GRUPO 20
10453051000999110;PREPARADO CON CLORDIAZEPOXIDO Y BROMURO DE CLIDINIO;1;1931;GRUPO 20
10441031000999115;PREPARADO CON CLORFENAMINA;3;1934;GRUPO 20
10328641000999118;PREPARADO CON CLORFENAMINA E HIDROCODONA;1;1935;GRUPO 20
11104731000999117;PREPARADO CON CLORFENAMINA Y BROMHEXINA;4;1939;GRUPO 20
10430261000999111;PREPARADO CON CLORFENAMINA Y PSEUDOEFEDRINA;7;1946;GRUPO 20
11085141000999116;PREPARADO CON CLORFENAMINA, FENILEFRINA Y NOSCAPINA;2;1948;GRUPO 20
7006561000999115;PREPARADO CON CLORFENIRAMINA Y FENILEFRINA;1;1949;GRUPO 20
10463841000999113;PREPARADO CON CLORFENIRAMINA, PARACETAMOL Y PSEUDOEFEDRINA;2;1951;GRUPO 20
7267881000999115;PREPARADO CON CLORHEXIDINA;21;1972;GRUPO 20
11167091000999112;PREPARADO CON CLORHEXIDINA Y CLOROBUTANOL;1;1973;GRUPO 20
10986721000999116;PREPARADO CON CLORHEXIDINA Y CLORURO DE BENZALCONIO;2;1975;GRUPO 20
11202021000999111;PREPARADO CON CLORHEXIDINA Y FLUORURO DE SODIO;1;1976;GRUPO 20
10799371000999118;PREPARADO CON CLORHEXIDINA Y LIDOCAINA;1;1977;GRUPO 20
10430661000999114;PREPARADO CON CLORHEXIDINA Y TETRACAINA;1;1978;GRUPO 20
11209101000999114;PREPARADO CON CLORHEXIDINA Y XILITOL;4;1982;GRUPO 20
7017241000999115;PREPARADO CON CLORHIDRATO BROMHEXINA Y AMOXICILINA;5;1987;GRUPO 20
7017261000999116;PREPARADO CON CLORHIDRATO BROMHEXINA Y AMPICILINA;1;1988;GRUPO 20
10276921000999113;PREPARADO CON CLORHIDRATO DE MEXILETINA;1;1989;GRUPO 20
10452921000999113;PREPARADO CON CLORHIDRATO DE PILOCARPINA;5;1994;GRUPO 20
10800681000999119;PREPARADO CON CLORHIDRATO DE PILOCARPINA Y ACIDO HIALURONICO;2;1996;GRUPO 20
11164991000999115;PREPARADO CON CLORHIDROXIDO DE ALUMINIO;1;1997;GRUPO 20
10842631000999114;PREPARADO CON CLOROCRESOL CINC Y ACIDO BORICO;1;1998;GRUPO 20
10977371000999110;PREPARADO CON CLOROFILA Y FENOL;1;1999;GRUPO 20
8285271000999116;PREPARADO CON CLOROQUINA;1;2000;GRUPO 20
10988211000999115;PREPARADO CON CLOROXILENOL;2;2002;GRUPO 21
10906701000999114;PREPARADO CON CLOROXILENOL Y ALUMINIO;1;2003;GRUPO 21
6897941000999114;PREPARADO CON CLORPROMAZINA;6;2009;GRUPO 21
6999281000999114;PREPARADO CON CLORPROMAZINA Y PIRIDOXINA;1;2010;GRUPO 21
10419091000999112;PREPARADO CON CLORPROPAMIDA;2;2012;GRUPO 21
7206561000999113;PREPARADO CON CLORTALIDONA;3;2015;GRUPO 21
10323801000999112;PREPARADO CON CLORTALIDONA Y CLONIDINA;1;2016;GRUPO 21
7026761000999116;PREPARADO CON CLORURO CALCIO;1;2017;GRUPO 21
7013441000999114;PREPARADO CON CLORURO CROMO;1;2018;GRUPO 21
11168411000999111;PREPARADO CON CLORURO DE ALUMINIO;2;2020;GRUPO 21
11037361000999119;PREPARADO CON CLORURO DE AMONIO Y BENZOATO DE SODIO;1;2021;GRUPO 21
10994251000999113;PREPARADO CON CLORURO DE BENCETONIO Y BUTIMERINA;1;2022;GRUPO 21
7168361000999115;PREPARADO CON CLORURO DE BENZALCONIO;5;2027;GRUPO 21
10985831000999118;PREPARADO CON CLORURO DE BENZALCONIO Y BENZOCAINA;1;2028;GRUPO 21
10977561000999110;PREPARADO CON CLORURO DE BENZALCONIO Y GLICEROL;1;2029;GRUPO 21
7168441000999114;PREPARADO CON CLORURO DE BENZALCONIO Y HEXILRESORCINOL;1;2030;GRUPO 21
10977501000999114;PREPARADO CON CLORURO DE BENZALCONIO Y SALICILATO DE COLINA;1;2031;GRUPO 21
10691561000999113;PREPARADO CON CLORURO DE ESTRONCIO;2;2033;GRUPO 21
10365871000999113;PREPARADO CON CLORURO DE LAPIRIO;2;2035;GRUPO 21
10631651000999118;PREPARADO CON CLORURO DE MAGNESIO Y ACIDO ASCORBICO;1;2036;GRUPO 21
11038461000999113;PREPARADO CON CLORURO DE MAGNESIO Y CAFEINA;1;2037;GRUPO 21
10367531000999116;PREPARADO CON CLORURO DE MAGNESIO Y CLORURO DE POTASIO;1;2038;GRUPO 21
11038361000999115;PREPARADO CON CLORURO DE MAGNESIO Y GINSENG;1;2039;GRUPO 21
7195691000999114;PREPARADO CON CLORURO DE MAGNESIO Y SULFATO DE MAGNESIO;4;2043;GRUPO 21
11105801000999118;PREPARADO CON CLORURO DE METILROSANILINA;4;2047;GRUPO 21
8317431000999118;PREPARADO CON CLORURO DE METILTIONINIO;2;2049;GRUPO 21
10453261000999117;PREPARADO CON CLORURO DE METILTIONINIO Y ALCANFOR;1;2050;GRUPO 21
10513541000999117;PREPARADO CON CLORURO DE MIVACURIO;1;2051;GRUPO 21
10454481000999111;PREPARADO CON CLORURO DE POTASIO;9;2060;GRUPO 21
10672881000999117;PREPARADO CON CLORURO DE POTASIO, CLORURO DE SODIO Y CLORURO DE CALCIO;3;2063;GRUPO 21
10403011000999115;PREPARADO CON CLORURO DE SODIO;10;2073;GRUPO 21
10532471000999112;PREPARADO CON CLORURO DE SODIO 0.9%;16;2089;GRUPO 21
10544181000999114;PREPARADO CON CLORURO DE SODIO 20%;6;2095;GRUPO 21
11259191000999113;PREPARADO CON CLORURO DE SODIO Y BORATO DE SODIO;1;2096;GRUPO 21
10366691000999115;PREPARADO CON CLORURO DE SODIO Y CLORURO DE POTASIO;4;2100;GRUPO 21
11121421000999118;PREPARADO CON CLORURO DE SODIO, ACIDO BORICO, BORATO DE SODIO Y SORBATO DE POTASIO;1;2101;GRUPO 22
10470151000999117;PREPARADO CON CLORURO DE TROSPIO;2;2103;GRUPO 22
7160701000999118;PREPARADO CON CLORURO PIRVINIO;1;2104;GRUPO 22
7026741000999115;PREPARADO CON CLORURO POTASIO;4;2108;GRUPO 22
6898721000999116;PREPARADO CON CLORURO SODIO;3;2111;GRUPO 22
10460451000999119;PREPARADO CON CLORZOXAZONA Y ACEMETACINA;1;2112;GRUPO 22
7160781000999114;PREPARADO CON CLOTIAPINA;1;2113;GRUPO 22
8277451000999112;PREPARADO CON CLOTRIMAZOL;21;2134;GRUPO 22
10916051000999112;PREPARADO CON CLOTRIMAZOL Y NITROFURAL;1;2135;GRUPO 22
7133261000999112;PREPARADO CON CLOXAZOLAM;2;2137;GRUPO 22
7298111000999116;PREPARADO CON CLOZAPINA;2;2139;GRUPO 22
11173531000999116;PREPARADO CON COAL TAR;2;2141;GRUPO 22
11107571000999116;PREPARADO CON COAL TAR ACIDO SALICILICO Y ALANTOINA;3;2144;GRUPO 22
11107731000999111;PREPARADO CON COAL TAR Y ALANTOINA;1;2145;GRUPO 22
11169481000999114;PREPARADO CON COAL TAR Y CLORURO DE BENZALCONIO;1;2146;GRUPO 22
11018851000999119;PREPARADO CON COAL TAR Y RETINOL;1;2147;GRUPO 22
11003371000999113;PREPARADO CON COAL-TAR Y BETAMETASONA;1;2148;GRUPO 22
7169701000999114;PREPARADO CON COBRE Y ACIDO GLUCONICO;1;2149;GRUPO 22
7286731000999110;PREPARADO CON CODEINA;3;2152;GRUPO 22
10368491000999117;PREPARADO CON CODEINA Y GUAIFENESINA;1;2153;GRUPO 22
10402601000999116;PREPARADO CON COENZIMA Q10;3;2156;GRUPO 22
10460221000999111;PREPARADO CON COENZIMA Q10 Y ACIDO FOLICO;1;2157;GRUPO 22
7026721000999114;PREPARADO CON COLAGENO;2;2159;GRUPO 22
7169781000999118;PREPARADO CON COLAGENO Y CARTILAGO DE TIBURON;1;2160;GRUPO 22
10470701000999117;PREPARADO CON COLAGENO Y COENZIMA Q10;1;2161;GRUPO 22
10843861000999114;PREPARADO CON COLAGENO Y ELASTINA;2;2163;GRUPO 22
10999321000999112;PREPARADO CON COLAGENO Y RETINOL;4;2167;GRUPO 22
8283661000999112;PREPARADO CON COLCHICINA;1;2168;GRUPO 22
10453451000999118;PREPARADO CON COLCHICINA Y DICICLOMINA;1;2169;GRUPO 22
7112171000999113;PREPARADO CON COLECALCIFEROL;5;2174;GRUPO 22
7145961000999118;PREPARADO CON COLECALCIFEROL Y CITRATO CALCIO;4;2178;GRUPO 22
7177141000999113;PREPARADO CON COLESTIRAMINA;3;2181;GRUPO 22
10329321000999113;PREPARADO CON COLINA Y ACIDO DEHIDROCOLICO;1;2182;GRUPO 22
7225911000999115;PREPARADO CON COLISTINA;3;2185;GRUPO 22
10612341000999110;PREPARADO CON COLODION;2;2187;GRUPO 22
8971051000999110;PREPARADO CON CONCENTRADO DE CEREBROLYSIN;1;2188;GRUPO 22
7169861000999118;PREPARADO CON CONDROITIN;3;2191;GRUPO 22
10477771000999111;PREPARADO CON CONDROITIN SULFATO;4;2195;GRUPO 22
10681091000999112;PREPARADO CON CONDROITIN Y ACIDO HIALURONICO;1;2196;GRUPO 22
7170021000999116;PREPARADO CON CONDROITIN Y GLUCOSAMINA;6;2202;GRUPO 22
6904731000999118;PREPARADO CON CORTICOTROPINAS;2;2204;GRUPO 23
10916171000999119;PREPARADO CON COTRIMOXAZOL Y NIMORAZOL;1;2205;GRUPO 23
10280891000999111;PREPARADO CON CRATAEGUS;1;2206;GRUPO 23
7135631000999115;PREPARADO CON CREATINA;6;2212;GRUPO 23
10853891000999117;PREPARADO CON CREATINA Y GLUCOSA;1;2213;GRUPO 23
11167361000999115;PREPARADO CON CRESOL Y ACIDO BORICO;1;2214;GRUPO 23
12692821000999119;PREPARADO CON CRIZOTINIB;1;2215;GRUPO 23
8636201000999114;PREPARADO CON CUMARINA;1;2216;GRUPO 23
6900541000999111;PREPARADO CON DACARBAZINA;2;2218;GRUPO 23
6900581000999118;PREPARADO CON DACLIZUMAB;1;2219;GRUPO 23
6900601000999110;PREPARADO CON DACTINOMICINA;1;2220;GRUPO 23
10673851000999119;PREPARADO CON DALTEPARINA SODICA;2;2222;GRUPO 23
10412561000999118;PREPARADO CON DANAZOL;2;2224;GRUPO 23
10705791000999118;PREPARADO CON DANTROLENO SODICO;1;2225;GRUPO 23
10506081000999112;PREPARADO CON DAPOXETINA;2;2227;GRUPO 23
10317211000999111;PREPARADO CON DAPSONA;1;2228;GRUPO 23
7244671000999116;PREPARADO CON DAPTOMICINA;1;2229;GRUPO 23
10448061000999117;PREPARADO CON DARIFENACINA;4;2233;GRUPO 23
8296471000999113;PREPARADO CON DARUNAVIR;2;2235;GRUPO 23
7299951000999111;PREPARADO CON DASATINIB;4;2239;GRUPO 23
6905131000999115;PREPARADO CON DAUNORRUBICINA;1;2240;GRUPO 23
10636101000999118;PREPARADO CON DECITABINA;1;2241;GRUPO 23
9050001000999110;PREPARADO CON DEET;3;2244;GRUPO 23
10448661000999110;PREPARADO CON DEFERASIROX;3;2247;GRUPO 23
10451981000999117;PREPARADO CON DEFERIPRONA;1;2248;GRUPO 23
6905621000999112;PREPARADO CON DEFEROXAMINA;1;2249;GRUPO 23
8289291000999117;PREPARADO CON DEFLAZACORT;2;2251;GRUPO 23
10838651000999116;PREPARADO CON DEGARELIX;2;2253;GRUPO 23
12598831000999112;PREPARADO CON DENOSUMAB;1;2254;GRUPO 23
10410381000999119;PREPARADO CON DESFLURANO;1;2255;GRUPO 23
7177581000999113;PREPARADO CON DESLORATADINA;3;2258;GRUPO 23
7294391000999115;PREPARADO CON DESLORATADINA Y BETAMETASONA;2;2260;GRUPO 23
10454321000999119;PREPARADO CON DESLORATADINA Y PSEUDOEFEDRINA;1;2261;GRUPO 23
6905811000999116;PREPARADO CON DESMOPRESINA;5;2266;GRUPO 23
7247631000999112;PREPARADO CON DESOGESTREL;1;2267;GRUPO 23
11013811000999114;PREPARADO CON DESONIDA;3;2270;GRUPO 23
8307991000999114;PREPARADO CON DESOXIRRIBONUCLEASA;1;2271;GRUPO 23
11099441000999114;PREPARADO CON DESVENLAFAXINA;1;2272;GRUPO 23
6965641000999117;PREPARADO CON DEXAMETASONA;20;2292;GRUPO 23
10459791000999117;PREPARADO CON DEXAMETASONA CLORFENAMINA Y TRIAMCINOLONA;1;2293;GRUPO 23
10955941000999111;PREPARADO CON DEXAMETASONA NEOMICINA Y NAFAZOLINA;4;2297;GRUPO 23
6966511000999114;PREPARADO CON DEXAMETASONA Y CIPROHEPTADINA;1;2298;GRUPO 23
10329101000999119;PREPARADO CON DEXAMETASONA Y CLORFENAMINA;6;2304;GRUPO 23
11022211000999113;PREPARADO CON DEXAMETASONA Y CLOTRIMAZOL;1;2305;GRUPO 24
10421861000999115;PREPARADO CON DEXAMETASONA Y PARACETAMOL;2;2307;GRUPO 24
6966161000999116;PREPARADO CON DEXAMETASONA Y PIRIDOXINA;1;2308;GRUPO 24
6965681000999110;PREPARADO CON DEXAMETASONA Y PIROXICAM;2;2310;GRUPO 24
6966011000999118;PREPARADO CON DEXAMETASONA Y TEOFILINA;2;2312;GRUPO 24
10425371000999115;PREPARADO CON DEXAMETASONA Y TERFENADINA;2;2314;GRUPO 24
10513251000999117;PREPARADO CON DEXAMETASONA Y TOBRAMICINA;4;2318;GRUPO 24
10423901000999113;PREPARADO CON DEXAMETASONA Y TRIAMCINOLONA;1;2319;GRUPO 24
11069771000999111;PREPARADO CON DEXAMETASONA, NEOMICINA Y POLIMICINA B;1;2320;GRUPO 24
11068721000999115;PREPARADO CON DEXAMETASONA, NEOMICINA Y POLIMICINA B 1;1;2321;GRUPO 24
11124721000999113;PREPARADO CON DEXAMETASONA, TRIMETOPRIMA Y POLIMIXINA B;1;2322;GRUPO 24
10420181000999111;PREPARADO CON DEXCLORFENIRAMINA;2;2324;GRUPO 24
11097331000999119;PREPARADO CON DEXCLORFENIRAMINA Y BETAMETASONA;1;2325;GRUPO 24
10413261000999114;PREPARADO CON DEXIBUPROFENO;2;2327;GRUPO 24
6966741000999116;PREPARADO CON DEXKETOPROFENO;4;2331;GRUPO 24
12992721000999112;PREPARADO CON DEXLANSOPRAZOL;2;2333;GRUPO 24
6966761000999117;PREPARADO CON DEXMEDETOMIDINA;1;2334;GRUPO 24
10379661000999114;PREPARADO CON DEXPANTENOL;1;2335;GRUPO 24
6966831000999118;PREPARADO CON DEXRAZOXANO;1;2336;GRUPO 24
10991801000999110;PREPARADO CON DEXTRAN 40 Y CLORURO SODIO;1;2337;GRUPO 24
10673291000999111;PREPARADO CON DEXTRAN 40, POTASIO Y MAGNESIO;2;2339;GRUPO 24
10991821000999118;PREPARADO CON DEXTRAN 70;1;2340;GRUPO 24
10371341000999119;PREPARADO CON DEXTROMETORFANO;1;2341;GRUPO 24
10272531000999118;PREPARADO CON DEXTROMETORFANO Y BROMHEXINA;3;2344;GRUPO 24
11118451000999111;PREPARADO CON DEXTROMETORFANO Y CARBOCISTEINA;1;2345;GRUPO 24
11101191000999117;PREPARADO CON DEXTROMETORFANO Y CLORFENAMINA;1;2346;GRUPO 24
10884541000999119;PREPARADO CON DEXTROMETORFANO Y DIFENHIDRAMINA;1;2347;GRUPO 24
10421831000999111;PREPARADO CON DEXTROMETORFANO Y PARACETAMOL;1;2348;GRUPO 24
10419121000999111;PREPARADO CON DEXTROPROPOXIFENO;1;2349;GRUPO 24
10526311000999112;PREPARADO CON DEXTROSA 10 %;4;2353;GRUPO 24
10526471000999111;PREPARADO CON DEXTROSA 25 %;4;2357;GRUPO 24
10526371000999116;PREPARADO CON DEXTROSA 5 %;7;2364;GRUPO 24
6938331000999118;PREPARADO CON DEXTROSA 50  %;5;2369;GRUPO 24
11247091000999115;PREPARADO CON DEXTROSA 70%;1;2370;GRUPO 24
12993841000999118;PREPARADO CON DEXTROSA SODIO Y POTASIO;1;2371;GRUPO 24
7015261000999113;PREPARADO CON DEXTROSA Y CITRATO SODIO;2;2373;GRUPO 24
10396451000999114;PREPARADO CON DEXTROSA Y CLORURO DE CALCIO;5;2378;GRUPO 24
8329581000999116;PREPARADO CON DEXTROSA Y CLORURO DE SODIO;10;2388;GRUPO 24
11178131000999116;PREPARADO CON DEXTROSA, CLORURO DE SODIO Y BICARBONATO DE SODIO;1;2389;GRUPO 24
8683091000999112;PREPARADO CON DIACEREINA;1;2390;GRUPO 24
10453491000999111;PREPARADO CON DIATRIZOATO DE MEGLUMINA;6;2396;GRUPO 24
7188321000999110;PREPARADO CON DIATRIZOATO DE MEGLUMINA Y DIATRIZOATO DE SODIO;6;2402;GRUPO 25
7017611000999116;PREPARADO CON DIAZEPAM;9;2411;GRUPO 25
10451921000999116;PREPARADO CON DIAZEPAM Y ANFEPRAMONA;1;2412;GRUPO 25
10443501000999119;PREPARADO CON DIAZEPAM Y BROMURO DE OTILONIO;1;2413;GRUPO 25
7163541000999117;PREPARADO CON DIAZEPAM Y DICICLOVERINA;1;2414;GRUPO 25
10428771000999111;PREPARADO CON DIAZEPAM Y ESCOPOLAMINA;3;2417;GRUPO 25
10473611000999119;PREPARADO CON DIAZEPAM Y IODURO DE ISOPROPAMIDA;1;2418;GRUPO 25
10425551000999117;PREPARADO CON DIAZEPAM Y METOCLOPRAMIDA;1;2419;GRUPO 25
10423811000999117;PREPARADO CON DIAZEPAM Y PANCREATINA;1;2420;GRUPO 25
10418101000999110;PREPARADO CON DIAZEPAM Y PAPAINA;1;2421;GRUPO 25
10327081000999116;PREPARADO CON DIAZOXIDO;4;2425;GRUPO 25
7160911000999117;PREPARADO CON DIBENZYLINE;1;2426;GRUPO 25
7010571000999114;PREPARADO CON DICLOFENAC;22;2448;GRUPO 25
10980351000999114;PREPARADO CON DICLOFENAC BETAMETASONA Y CIANOCOBALAMINA;1;2449;GRUPO 25
10467001000999111;PREPARADO CON DICLOFENAC BETAMETAZONA Y CIANOCOBALAMINA;1;2450;GRUPO 25
10599391000999118;PREPARADO CON DICLOFENAC DIETILAMINA;10;2460;GRUPO 25
10442981000999110;PREPARADO CON DICLOFENAC POTASICO;2;2462;GRUPO 25
7174661000999114;PREPARADO CON DICLOFENAC SODIO;1;2463;GRUPO 25
10419151000999115;PREPARADO CON DICLOFENAC Y CIANOCOBALAMINA;1;2464;GRUPO 25
10329311000999118;PREPARADO CON DICLOFENAC Y CODEINA;1;2465;GRUPO 25
10294251000999114;PREPARADO CON DICLOFENAC Y MISOPROSTOL;2;2467;GRUPO 25
10947081000999111;PREPARADO CON DICLOFENAC Y OMEPRAZOL;1;2468;GRUPO 25
10441601000999119;PREPARADO CON DICLOFENAC Y ORFENADRINA;1;2469;GRUPO 25
10428851000999112;PREPARADO CON DICLOFENAC Y PIRIDOXINA;1;2470;GRUPO 25
7161011000999113;PREPARADO CON DICLOFENAC Y PRIDINOL;4;2474;GRUPO 25
11099121000999111;PREPARADO CON DICLOFENAC Y TOBRAMICINA;1;2475;GRUPO 25
7010441000999115;PREPARADO CON DICLOFENACO E HIDROXICOBALAMINA;1;2476;GRUPO 25
10986051000999114;PREPARADO CON DICLOROACETATO;3;2479;GRUPO 25
10413421000999117;PREPARADO CON DIDANOSINA;10;2489;GRUPO 25
9499321000999111;PREPARADO CON DIENOGEST;1;2490;GRUPO 25
11006251000999115;PREPARADO CON DIETILAMINA SALICILATO Y ACIDO SALICILICO;1;2491;GRUPO 25
11010411000999115;PREPARADO CON DIETILAMINA SALICILATO Y BENZOCAINA;2;2493;GRUPO 25
10966721000999118;PREPARADO CON DIETILAMINA SALICILATO Y MENTOL;3;2496;GRUPO 25
10413451000999113;PREPARADO CON DIETILESTILBESTROL;3;2499;GRUPO 25
6999551000999117;PREPARADO CON DIFENHIDRAMINA;8;2507;GRUPO 26
11204041000999113;PREPARADO CON DIFENHIDRAMINA Y ACETATO DE ZINC;1;2508;GRUPO 26
10903701000999118;PREPARADO CON DIFENHIDRAMINA Y BIFONAZOL;1;2509;GRUPO 26
10429031000999119;PREPARADO CON DIFENHIDRAMINA Y CAFEINA ;1;2510;GRUPO 26
10364661000999119;PREPARADO CON DIFENHIDRAMINA Y CALAMINA;7;2517;GRUPO 26
10375561000999111;PREPARADO CON DIFENHIDRAMINA Y CITRATO DE SODIO;3;2520;GRUPO 26
10565871000999110;PREPARADO CON DIFENHIDRAMINA Y NAFAZOLINA;2;2522;GRUPO 26
10364891000999113;PREPARADO CON DIFENHIDRAMINA Y OXIDO DE CINC;7;2529;GRUPO 26
10423661000999115;PREPARADO CON DIFENHIDRAMINA Y PARACETAMOL;3;2532;GRUPO 26
10282341000999114;PREPARADO CON DIFENHIDRAMINA Y PSEUDOEFEDRINA;3;2535;GRUPO 26
11042211000999110;PREPARADO CON DIFENHIDRAMINA, DEXTROMETORFANO, FENILEFRINA Y CLORURO DE AMONIO;3;2538;GRUPO 26
11119051000999110;PREPARADO CON DIFENHIDRAMINA, EFEDRINA, NITROFURAZONA Y ANTIPIRINA;1;2539;GRUPO 26
11003521000999115;PREPARADO CON DIFLORASONA ECONAZOL Y GENTAMICINA;2;2541;GRUPO 26
11019061000999116;PREPARADO CON DIFLORASONA Y GENTAMICINA;1;2542;GRUPO 26
10380571000999119;PREPARADO CON DIFLUCORTOLONA;2;2544;GRUPO 26
10619591000999116;PREPARADO CON DIGLUCONATO DE CLORHEXIDINA Y CETILPIRIDINIO;2;2546;GRUPO 26
6999521000999113;PREPARADO CON DIGOXINA;3;2549;GRUPO 26
10446681000999119;PREPARADO CON DIHIDROERGOTAMINA Y PARACETAMOL;1;2550;GRUPO 26
7144181000999113;PREPARADO CON DIHIDROERGOTOXINA;3;2553;GRUPO 26
7162941000999117;PREPARADO CON DIHIDROERGOTOXINA Y FLUNARIZINA;2;2555;GRUPO 26
7163061000999110;PREPARADO CON DIHIDROERGOTOXINA Y LOMIFILINA;1;2556;GRUPO 26
6999371000999115;PREPARADO CON DILTIAZEM;13;2569;GRUPO 26
10269841000999110;PREPARADO CON DILTIAZEM Y ENALAPRIL;1;2570;GRUPO 26
