COD_CLASIFICACION	CLASIFICACION	CODIGO	PRODUCTO	RECETA_RETENIDA	COD_PRINCIPIO_ACTIVO	PRINCIPIO_ACTIVO	COD_CONCENTRACION	CONCENTRACION	COD_ACC_FARMACOLOGICA	ACCION_FARMACOLOGICA	COD_UNIDAD	UNIDAD_MEDIDA
261	MEDICAMENTOS	504.931	ISOPTINA 80 MG X 20 CAPS								CJ	CAJA
261	MEDICAMENTOS	505.008	IZOFRAN 8MG SBLING (ZYDIS) D.U		475	ONDANSETRON	8.546	8MG X TABLETA	48	ANTIEMETICO _ ANTINAUSEOSO	TB	TABLETA
261	MEDICAMENTOS	509.188	UROALQUINE GRAN. 5GRX SOBRE		950	CITRATO DE SODIO	9.090	5GR X SOBRE	951	ALCALINIZANTE URINARIO	SO	SOBRE
261	MEDICAMENTOS	500.880	AUGMENTIN ES 600 X 50 MIL								FR	FRASCO
261	MEDICAMENTOS	506.194	NEOCLARITINE 5 MG CAJA X 30								CJ	CAJA
261	MEDICAMENTOS	506.521	KITADOL MAX  12 COMPRIMIDOS								CJ	CAJA
261	MEDICAMENTOS	503.410	ELCAL D PLUS X 30 CAPSULAS		389	CARBONATO DE CALCIO _ VITAMINA D	8.578	500 MG_ 400 UI X CAPS	114	CALCIOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	504.082	IPRAN 20 MG X 30 COMP.								CJ	CAJA
261	MEDICAMENTOS	507.311	QUETIDIN 100MG X 30 COMP								CJ	CAJA
261	MEDICAMENTOS	505.013	IZOFRAN  16 MG  X SUPOSITORIO		475	ONDANSETRON	8.420	16 MG  X SUP	48	ANTIEMETICO _ ANTINAUSEOSO	SU	SUPOSITORIO
261	MEDICAMENTOS	505.169	LAMICTAL 25 MG X 30 COMP		1792	LAMOTRIGINA	8.085	25 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	CJ	CAJA
261	MEDICAMENTOS	505.176	KONAKION 10 MG  (IM/IV)MM X 1 ML		1121	FITOMENADIONA (VIT K)	7.551	10 MG X 1 ML	186	VITAMINOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	505.180	LANEXAT 0,5 MG X 5 ML I.V.		1598	FLUMAZENIL	8.730	0,5 MG X 5 ML	1.661	ANTAGONISTA DE BENZODIAZEPINAS	AM	AMPOLLA
261	MEDICAMENTOS	505.190	LACRI LUBE UNGUENTO OFT.3.5 GR		1224	ACEITE MINERAL_CLOROBUTANOL_LANOLINA	7.888	0.5%	150	LUBRICANTE OCULAR	TU	TUBO
261	MEDICAMENTOS	505.204	LAPICES DE NITRATO DE PLATA		1933	NITRATO DE PLATA	7.553	LAPICES DE NITRATO DE PLATA	1.941	QUERATOLITICO	UN	UNIDAD
261	MEDICAMENTOS	505.235	LAXOGENO 300 ML		1347	BISACODILO	8.733	300 ML	148	LAXANTE	FR	FRASCO
261	MEDICAMENTOS	505.237	LAXONAROL X 25 CAPS		2649	VASELINA LIQUIDA	7.555	1.1 GR X CAPS	148	LAXANTE	CJ	CAJA
261	MEDICAMENTOS	505.253	LECHE NAN PREMATUROS 400GR		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	7.556	400GR	3.183	0_12 MESES BEBE DELICADO	TR	TARRO
261	MEDICAMENTOS	505.258	LECHE NAN SIN LACTOSA 400GR (12)		2842	COMPONENTES LECHE	7.557	400GR	3.361	INTOLERANCIA LACTOSA	TR	TARRO
261	MEDICAMENTOS	505.262	LECHE NAN 1 PRO 900 GR(12)		3342	COMPONENTES LECHE_VITAMINAS_PROBIOTICOS	9.663	900 GR	2.867	0_6 MESES	TR	TARRO
261	MEDICAMENTOS	500.304	AGUA BIDEST.1000ML X MATRAZ		3110	AGUA ESTERILIZADA	7.577	1000ML X MATRAZ	3.109	DILUYE MEDICAMENTOS	MA	MATRAZ
261	MEDICAMENTOS	500.308	AGUA OXIGENADA 10 VOL X 500		3003	PEROXIDO DE HIDROGENO	8.034	10 VOL X 500 ML	1.069	ANTISEPTICO TOPICO	FR	FRASCO
261	MEDICAMENTOS	500.320	ALBUMINA HUMANA 20% 50 ML		1251	ALBUMINA HUMANA	7.578	20 GR X 100 ML	1.284	EXPANSOR PLASMATICO	FR	FRASCO
261	MEDICAMENTOS	507.773	SENTIDOL 75 MG X 28COMP								CJ	CAJA
261	MEDICAMENTOS	509.689	ZINTREPID 10/40		411	EZETIMIBA _ SIMVASTATINA	9.094	10 MG_40 MG X COMP	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	CJ	CAJA
261	MEDICAMENTOS	503.657	EUROVIR SUSP  200 MG X 100 ML		902	ACICLOVIR	8.019	200 MG X 5 ML	106	ANTIVIRAL	FR	FRASCO
261	MEDICAMENTOS	505.762	METRONIDAZOL 500 MG.X 10 OVULO		287	METRONIDAZOL	7.618	500 MG.X OVULO	24	ANTIBIOTICO	CJ	CAJA
261	MEDICAMENTOS	504.582	HIPOGE_U 1% CREMA 15 GR		215	HIDROCORTISONA	9.477	1% X 15 GR	2.124	ANTIINFLAMATORIO_ANTIALERGICO	TU	TUBO
261	MEDICAMENTOS	504.798	INFOR JARABE		207	GINSENG _ PROCAINA	9.095	120 ML	186	VITAMINOTERAPIA	FR	FRASCO
261	MEDICAMENTOS	500.404	ALOE VERA GEL (GMC)		3168	ALOE	8.926	946 ML	148	LAXANTE	FR	FRASCO
261	MEDICAMENTOS	500.490	AMIKACINA 500 MG X 2 ML		1295	AMIKACINA SULFATO	8.657	500 MG X 2 ML	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	500.496	AMINOFILINA  250 MG X AMP		1296	AMINOFILINA	7.596	250 MG X AMP	384	BRONCODILATADOR	AM	AMPOLLA
261	MEDICAMENTOS	500.587	AMOVAL DUO JBE 400MG/5ML		892	AMOXICILINA	8.680	400MG X 5ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	501.876	CELESTAMINE (30) X COMPR DU		159	DESCLORFENAMINA _ BETAMETASONA	8.445	0.25MG_2MG X COMPR	802	ANTIHISTAMINICO	TB	TABLETA
261	MEDICAMENTOS	502.059	CLOROHEX TINTURA B/ALCOHOLICA 150 ML		1671	CLORHEXIDINA GLUCONATO	8.405	150 ML	3.108	DESINFECTANTE	FR	FRASCO
261	MEDICAMENTOS	501.301	BIOLACTUS SOBRE X 1GRAMO		245	LACTOBACILLUS	8.334	1 GR X SOBRE	172	REGULADOR FLORA INTESTINAL	SO	SOBRE
261	MEDICAMENTOS	509.206	UREADIN 10% 300 ML. LOCION HIDRATANTE		539	UREA _ DIMETICONA _ ARGININA _ ACIDO LACTICO _ ALANTOINA	9.299	10% X 300 ML	166	PROTECTOR DERMICO	FR	FRASCO
261	MEDICAMENTOS	509.153	TRUSOPT GOTAS 5 ML		2525	DORZOLAMIDA	8.307	0.02 GR X ML	60	ANTIGLAUCOMATOSO	FR	FRASCO
261	MEDICAMENTOS	506.257	NORMATOL 400 MG(30) X COMP.  DU		982	GABAPENTINA	8.489	400 MG X COMP	958	ANTIEPILEPTICO_ANALGESICO NEUROLEPTICO	TB	TABLETA
261	MEDICAMENTOS	503.348	EBIXA 10 MG X 56 COMP		1180	MEMANTINA CLORHIDRATO	9.099	10 MG X COMP	176	TRATAMIENTO DEL ALZHEIMER	CJ	CAJA
261	MEDICAMENTOS	502.374	COLISTIN 100 MG X VIAL		2013	POLIMIXINA E	9.100	100 MG X VIAL	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	500.525	AMINOVEN AD.10 % 500 ML(10)		1297	AMINOACIDOS	8.099	10 % X 500 ML	1.314	NUTRICION PARENTERAL	MA	MATRAZ
261	MEDICAMENTOS	500.540	AMINOVEN INF.10% X 100 ML(10)		1297	AMINOACIDOS	8.014	10 % X AMP	1.314	NUTRICION PARENTERAL	FR	FRASCO
261	MEDICAMENTOS	500.559	AMOVAL JBE 500 MG/5ML		892	AMOXICILINA	7.598	500 MG X 5ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	505.589	MAGNATIL X 14 COMP EFERV.		1826	MAGNESIO_ACIDO ASCORBICO	7.593	131.74 MG_500 MG X SOBRE	186	VITAMINOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	505.599	MARVELON 20		2688	DESOGESTREL_ETINILESTRADIOL	8.582	150 MCG_20 MCG X COMP	38	ANTICONCEPTIVO	CJ	CAJA
261	MEDICAMENTOS	505.613	MD 76% X 50 ML		1497	DIATRIZOATO MEGLUMINA	8.033	76% X 5O ML	1.179	MEDIO DE CONTRASTE	FR	FRASCO
261	MEDICAMENTOS	505.653	MENTIX 200 MG(30) X COMP DU		457	MODAFINILO	9.314	200 MG X COMP	120	ESTIMULANTE CENTRAL	TB	TABLETA
261	MEDICAMENTOS	505.656	MEDROL 16 MG(14) X COMP. DU		889	METILPREDNISOLONA	8.484	16 MG X COMP	116	CORTICOSTEROIDE	TB	TABLETA
261	MEDICAMENTOS	505.657	MENTIX 100 MG (30)X COMP DU								TB	TABLETA
261	MEDICAMENTOS	507.949	SINGULAIR 4 MG X 30 COMP		293	MONTELUKAST	9.102	4 MG X COMP	110	BRONCODILATADOR _  ANTIASMATICO	CJ	CAJA
261	MEDICAMENTOS	505.083	KETANOR SL 30 MG X 4 COMP								CJ	CAJA
261	MEDICAMENTOS	507.784	SERETIDE DISKUS 500/50MCG X 60 DO		419	FLUTICASONA _ SALMETEROL	8.649	500 MCG_50MCG X DOSIS	112	BRONCODILATADOR_  CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	505.431	LORATADINA 10 MG(30) X 15COMP  SOBRE		1823	LORATADINA	8.746	10 MG X COMP	802	ANTIHISTAMINICO	SO	SOBRE
261	MEDICAMENTOS	505.149	KETOCONAZOL 2% CREMA		241	KETOCONAZOL	8.547	2%	390	ANTIMICOTICO	TU	TUBO
261	MEDICAMENTOS	503.141	DISMAM (LACTULOSA 66%) 15 ML		247	LACTULOSA 	8.437	66% X 15 ML	148	LAXANTE	SO	SOBRE
261	MEDICAMENTOS	505.352	LIPITOR  80 MG (30)X 10 COMP		3466	ATORVASTATINA	9.103	80 MG X COMP	901	HIPOLIPIDEMIANTE	SO	SOBRE
261	MEDICAMENTOS	505.757	METFORMINA (CONS)850 MG X DU		449	METFORMINA	8.931	850 MG X COMP	132	HIPOGLICEMIANTE ORAL	TB	TABLETA
261	MEDICAMENTOS	505.763	KABIZOL INY 500 MG METRONIDAZOL(60)100ML		287	METRONIDAZOL	8.104	500MG X AMP	911	ANTIPARASITARIO_ANTIBACTERIANO_ANTIHELMINTICO	MA	MATRAZ
261	MEDICAMENTOS	505.769	METOCLOPRAMIDA 10 MG D.U.		1837	METOCLOPRAMIDA	8.167	10 MG X COMP	1.882	ANTIEMETICO_ANTINAUSEOSO_ANTIFLATULENTO	TB	TABLETA
261	MEDICAMENTOS	505.785	MICARDIS PLUS 40/12.5MG X 28 COMP		345	TELMISARTAN _ HIDROCLOROTIAZIDA	9.491	40 MG X COMP	68	ANTIHIPERTENSIVO _ DIURETICO	CJ	CAJA
261	MEDICAMENTOS	505.800	MICOSTATIN SUSP.ORAL 24 DO		301	NISTATINA	7.619	100000 UI X ML	390	ANTIMICOTICO	FR	FRASCO
261	MEDICAMENTOS	505.802	MILO TARRO 400 GR.		2842	COMPONENTES LECHE	8.750	400 GR.	2.908	SABORIZANTE LECHE	TR	TARRO
261	MEDICAMENTOS	505.831	MIOSTAT COLIRIO 1.5 ML		463	NAFAZOLINA _ FENIRAMINA	7.623	0.1 MG X ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	505.832	MIEL DE BORAX 20 CC		63	BORATO DE SODIO	7.624	20 ML	396	ANTISEPTICO _ BUCOFARINGEO	FR	FRASCO
261	MEDICAMENTOS	505.844	MYDRIACYL 1%  15 ML.		2725	TROPICAMIDA	7.625	10 MG X ML	1.322	MIDRIATICO	FR	FRASCO
261	MEDICAMENTOS	504.151	GASTRIDE 30 MG X 10 COMP								CJ	CAJA
261	MEDICAMENTOS	502.081	CISTICID 500 MG X 50 COMP (PRAZIQUANTEL)								CJ	CAJA
261	MEDICAMENTOS	507.478	RETROVIR SUSP.50MG/5ML 200 ML								FR	FRASCO
261	MEDICAMENTOS	503.321	DURATOCIN 100 MCG/ML X AMP(FRIO)		1367	CARBETOCIN	9.106	100 MCG X AMP	1.150	OXITOCICO	AM	AMPOLLA
261	MEDICAMENTOS	505.504	LOWDEN 40 MG X 30 COMP								CJ	CAJA
261	MEDICAMENTOS	500.781	ARTESOL 100 MG X 30 COMP		2169	CILOSTAZOL	9.107	100 MG X COMP	36	ANTICOAGULANTE _ ANTITROMBOTICO	CJ	CAJA
261	MEDICAMENTOS	509.279	V_FEND 200 MG(10) X COMP DU		3207	VORICONAZOL	9.108	200 MG X COMP	1.321	ANTIMICOTICO SISTEMICO	TB	TABLETA
261	MEDICAMENTOS	505.857	MIVACRON  10 MG X 5ML		1921	MIVACURONIO	8.256	10 MG X 5ML	866	BLOQUEADOR NEUROMUSCULAR	AM	AMPOLLA
261	MEDICAMENTOS	505.286	LECHE NAN 3 PRO 900 GR		3342	COMPONENTES LECHE_VITAMINAS_PROBIOTICOS	9.853	900 GR	898	SUPLEMENTO NUTRICIONAL	TR	TARRO
261	MEDICAMENTOS	505.292	LEGOFER X FRASCO 15 ML DU		1043	PROTEINSUCCINILATO DE HIERRO	8.861	800 MG X 15 ML	3.530	ANTIANEMICO	FR	FRASCO
261	MEDICAMENTOS	505.304	LERTUS 100 MG X SUPOS		169	DICLOFENACO SODICO	8.824	100 MG X SUPOS	78	ANTIINFLAMATORIO NO ESTEROIDAL	SU	SUPOSITORIO
261	MEDICAMENTOS	505.305	LETI AT4 FACIAL		2650	ACIDOS GRASOS ESENCIALES OMEGA 6_ALFA TOCOFEROL_ASCORBICO ACIDO_CERAMIDAS_EXTRACTO DE LINUM_USITASSIMUM_LUPINO_MANTECA DE KARITE_PEPTIDOS_POLIDOCANOL	9.492	50 ML	2.463	PROTECTOR DERMICO_HIDRATANTE	FR	FRASCO
261	MEDICAMENTOS	505.307	LEROGIN X 30 GRAGEAS		127	CLORDIAZEPÓXIDO CLORHIDRATO _ CLIDINIO BROMURO 	7.560	5 MG_2.5 MG X GRAGEAS	52	ANTIESPASMODICO	CJ	CAJA
261	MEDICAMENTOS	505.311	LERTUS GOTAS 1,5% X 20 ML		169	DICLOFENACO SODICO	8.620	15 MG X ML	78	ANTIINFLAMATORIO NO ESTEROIDAL	FR	FRASCO
261	MEDICAMENTOS	505.336	LIBRAXIN X 30 GRAGEAS		127	CLORDIAZEPÓXIDO CLORHIDRATO _ CLIDINIO BROMURO 	7.582	5 MG_2.5 MG X GRAGEA	52	ANTIESPASMODICO	CJ	CAJA
261	MEDICAMENTOS	505.352	LIPITOR  80 MG (30)X 10 COMP		3466	ATORVASTATINA	9.103	80 MG X COMP	901	HIPOLIPIDEMIANTE	SO	SOBRE
261	MEDICAMENTOS	505.376	LEUCOVORINA  15 MG X 10  COMP		2651	LEUCOVORINA	9.769	15 MG X COMP	1.115	COADYUVANTE EN TERAPIA CITOTOXICA	CJ	CAJA
261	MEDICAMENTOS	505.378	LINCOMICINA 600 MG. X AMP.		269	LINCOMICINA	7.583	600 MG. X AMP.	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	505.392	LIPIODOL ULTRA FLUIDO 10 ML		1556	ESTERES ETILICOS DE ACIDOS GRASOS YODADOS	7.585	48 GR X 100 ML	1.179	MEDIO DE CONTRASTE	AM	AMPOLLA
261	MEDICAMENTOS	503.310	EXFORGE 5/160 X 28 COMP		2685	AMLODIPINO _ VALSARTAN	9.655	5MG_160MG X COMP	64	ANTIHIPERTENSIVO _ ANTIANGINOSO	CJ	CAJA
261	MEDICAMENTOS	501.880	CERNEVIT ADULTO LIOFILIZADO 5ML		2262	VITAMINAS	8.586	1 AMPOLLA	186	VITAMINOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	509.489	VIBRAMICINA 100 MG. X 10 COMP.		179	DOXICICLINA HICLATO 	8.115	100  MG X COMP	26	ANTIBIOTICO _ ANTIINFECCIOSO	CJ	CAJA
261	MEDICAMENTOS	508.096	SOMAZINA 1000MG X 10 SOBRES								CJ	CAJA
261	MEDICAMENTOS	505.029	ILOSTAL 50 MG X 30 COMP								CJ	CAJA
261	MEDICAMENTOS	504.456	GYNODIAN DEPOT X AMPOLLA		2528	ESTRADIOL_PRASTERONA	7.962	200MG_4MG X 1ML	126	ESTROGENOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	505.166	KLARICID EV 500 MG		1463	CLARITROMICINA	9.529	500 MG	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	505.863	MOBEX AMPOLLAS 15MG X 1,5 ML		445	MELOXICAM	8.202	15MG X 1,5 ML	76	ANTIINFLAMATORIO _ ANTIRREUMATICO	AM	AMPOLLA
261	MEDICAMENTOS	500.672	ANTIAX COMP. D.U.		2161	MAGALDRATO_SIMETICONA	8.569	480 MG_100MG X COMPR	16	ANTIACIDO	TB	TABLETA
261	MEDICAMENTOS	505.287	LECHE HUMANA HA PRE		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	8.473	400 GR	3.361	INTOLERANCIA LACTOSA	UN	UNIDAD
261	MEDICAMENTOS	502.081	CISTICID 500 MG X 50 COMP (PRAZIQUANTEL)								CJ	CAJA
261	MEDICAMENTOS	507.374	RECORMON 30.000 UI SUBCUTANEO(FRIO)		1552	ERITROPOYETINA HUMANA BETA RECOMBINANTE	9.569	30.000 UI	3.530	ANTIANEMICO	AM	AMPOLLA
261	MEDICAMENTOS	505.655	MEDROL 4 MG (20)X COMP. DU		889	METILPREDNISOLONA	8.483	4 MG X COMP	116	CORTICOSTEROIDE	TB	TABLETA
261	MEDICAMENTOS	500.195	ACTRON 400MG X CAPSULA DU		223	IBUPROFENO	9.013	400MG X CAPSULA	2.441	ANALGESICO_ANTIPIRETICO	TB	TABLETA
261	MEDICAMENTOS	509.261	URSOFALK 250 MG X 50 COMP.		1242	ACIDO URSODESOXICOLICO	8.219	250 MG X COMP.	1.270	HEPATOPROTECTOR_LITOLITICO	CJ	CAJA
261	MEDICAMENTOS	509.982	ZYRTEC GOTAS 10 ML		97	CETIRIZINA	8.479	10 MG X ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	506.276	NORVASC 5 MG(30) X COMP.  DU		925	AMLODIPINO	8.752	5 MG X COMP	64	ANTIHIPERTENSIVO _ ANTIANGINOSO	TB	TABLETA
261	MEDICAMENTOS	506.394	OLMETEC PLUS 20/12,5 X 28 COMP								CJ	CAJA
261	MEDICAMENTOS	503.359	ECOTRIN 325 MG(100) X COMP.DU		1268	ACIDO ACETIL SALICILICO	8.457	325 MG X COMP	36	ANTICOAGULANTE _ ANTITROMBOTICO	TB	TABLETA
261	MEDICAMENTOS	507.515	RIMIVAT SUSP 60MG/5MLX75 ML		477	OSELTAMIVIR	9.526	60MG X 5ML	106	ANTIVIRAL	FR	FRASCO
261	MEDICAMENTOS	504.754	INDOCIANINA ICG 25MG/5ML KIT		3296	INDOCIANINA	8.367	25MG X 5ML	1.179	MEDIO DE CONTRASTE	AM	AMPOLLA
261	MEDICAMENTOS	506.051	EUROGESIC 50 MG(6) SUP.INF X 1  SUP.		465	NAPROXENO SODICO	7.808	50 MG X SUP.	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	SU	SUPOSITORIO
261	MEDICAMENTOS	506.160	NITRENDIPINO 20 MG X 20 COMP		469	NITRENDIPINO	8.314	20 MG X COMP	3.086	ANTIHIPERTENSIVO	CJ	CAJA
261	MEDICAMENTOS	503.095	DIPRIVAN 2% ( 50 ML )AMP		1176	PROPOFOL	8.121	2% X 50 ML X AMP	2.407	ANESTESICO COADYUVANTE EN ANESTESIA	AM	AMPOLLA
261	MEDICAMENTOS	509.708	ZODOL AMP.100MG/2ML		531	TRAMADOL CLORHIDRATO 	8.534	100MG X AMP	3.483	ANALGESICO NARCOTICO	AM	AMPOLLA
261	MEDICAMENTOS	503.694	EUCERIT PH5 LOCION 250 ML		3241	CREMA_VARIOS	7.978	250 ML	2.463	PROTECTOR DERMICO_HIDRATANTE	FR	FRASCO
261	MEDICAMENTOS	500.851	ATEMPERATOR 250 MG X 20 COMP		1267	ACIDO VALPROICO	8.436	250 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	CJ	CAJA
261	MEDICAMENTOS	506.092	NICARDIPINO(10) EV 2,5 MG/ML X 10 ML		2743	NICARDIPINO	9.210	2,5 MG X ML	3.086	ANTIHIPERTENSIVO	AM	AMPOLLA
261	MEDICAMENTOS	505.071	KEPPRA 500 MG X COMP DU		257	LEVETIRACETAM	9.964	500 MG X COMP	876	ANTICONVULSIVANTE	TB	TABLETA
261	MEDICAMENTOS	503.834	EUROGESIC 125MG/5ML JARABE		465	NAPROXENO SODICO	8.581	125MG X 5ML	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	FR	FRASCO
261	MEDICAMENTOS	503.035	DIBEN(4) FRUTOS DEL BOSQUE 200 ML		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	9.616	200 ML	2.383	FORMULA PARA PACIENTES CON DIABETES MELLITUS Y/O INTOLERANCIA A LA GLUCOSA	FR	FRASCO
261	MEDICAMENTOS	505.461	LOPID 900 MG X COMP. DU		421	GEMFIBROZILO	8.832	900 MG X COMP	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	TB	TABLETA
261	MEDICAMENTOS	505.899	MOTRIN 400 MG X COMP.  DU		223	IBUPROFENO	8.486	400 MG X COMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	TB	TABLETA
261	MEDICAMENTOS	505.346	LINCOMICINA 500 MG X COMP. DU		269	LINCOMICINA	8.828	500 MG X COMP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	508.660	TILAZEM 90 MG (20)(TILDIEM)X COMP. DU		874	DILTIAZEM	8.509	90 MG X COMP	3.072	ANTIANGINOSO_ANTIHIPERTENSIVO	TB	TABLETA
261	MEDICAMENTOS	507.765	SEPTRIN FORTE X COMP DU		153	TRIMETOPRIMA _ SULFAMETOXAZOL	7.895	160 MG _800MG X COMP	850	QUIMIOTERAPEUTICO_ANTIBACTERIANO	TB	TABLETA
261	MEDICAMENTOS	509.483	VYTORIN10/10 X TABLETA DU(28)		411	EZETIMIBA _ SIMVASTATINA	9.885	10MG_10MG X TABLETA	1.073	INHIBIDOR DE COLESTEROL INTESTINAL_HIPOLIPIDEMIANTE	TB	TABLETA
261	MEDICAMENTOS	503.979	FREDOL X 10 COMP.		1111	ERGOTAMINA TARTRATO_METAMIZOL SODICO_CAFEINA	8.718	1 MG_300 MG_100 MG_1 MG X COMP	80	ANTIJAQUECOSO _ ANTIMIGRAÑOSO	CJ	CAJA
261	MEDICAMENTOS	500.166	ACTIFEDRIN X  15 COMP								CJ	CAJA
261	MEDICAMENTOS	500.968	DALACIN T GEL 30 GRS.		111	CLINDAMICINA	8.086	30 GRS.	24	ANTIBIOTICO	TU	TUBO
261	MEDICAMENTOS	500.447	ALTRULINE 50 MG(60) XCOMP. D.U		517	SERTRALINA CLORHIDRATO 	8.395	50 MG X COMP.	42	ANTIDEPRESIVO	TB	TABLETA
261	MEDICAMENTOS	503.322	EXFORGE D 5/160/12,5 X 20 COMP		2428	AMLODIPINO_VALSARTAN_HIDROCLOROTIAZIDA	9.617	5MG_160MG_12,5MG X COMP	68	ANTIHIPERTENSIVO _ DIURETICO	CJ	CAJA
261	MEDICAMENTOS	500.222	ADREJECT 0.15MG/0.3ML JR		943	EPINEFRINA	9.276	0.15MG X  JERINGA	1.166	TRATAMIENTO DE REACCIONES ALERGICAS SEVERAS (ANAFILAXIS)	AM	AMPOLLA
261	MEDICAMENTOS	502.642	DHA KIDS OMEGA 3  X 30 CAPS								CJ	CAJA
261	MEDICAMENTOS	503.033	DIBEN DRINK CAPUCCINO 200 ML		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	9.755	200 ML	2.383	FORMULA PARA PACIENTES CON DIABETES MELLITUS Y/O INTOLERANCIA A LA GLUCOSA	FR	FRASCO
261	MEDICAMENTOS	508.639	TEGRETAL CR 400 X COMP.DU		387	CARBAMAZEPINA	8.507	400 X COMP	983	ANTIEPILEPTICO_ANALGESICO NEUROPATICO	TB	TABLETA
261	MEDICAMENTOS	501.878	CEFALMIN (10)COMPRIMIDO DU		1551	ERGOTAMINA_CAFEINA_METAMIZOL SODICO_CLORFENAMINA	8.452	1MG_300MG_1MG_100MG X COMP	80	ANTIJAQUECOSO _ ANTIMIGRAÑOSO	TB	TABLETA
261	MEDICAMENTOS	505.344	LIPITOR 10 MG(60) X COMP.DU		3466	ATORVASTATINA	8.826	10 MG X COMP	901	HIPOLIPIDEMIANTE	TB	TABLETA
261	MEDICAMENTOS	505.717	METROPAST OVULOS X 10		287	METRONIDAZOL	8.749	500 MG X OVULO	2.467	TRICOMONICIDA	CJ	CAJA
261	MEDICAMENTOS	509.651	WELLBUTRIN SR 150 MG X 30 COMP.		3123	BUPROPION	8.406	150 MG X COMP.	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	504.365	GLUCOVANCE 500/5  X 30 COMP		2201	GLIBENCLAMIDA_METFORMINA	9.057	500MG_5MG  X COMP	130	HIPOGLICEMIANTE	CJ	CAJA
261	MEDICAMENTOS	505.228	LAUNOL SHAMPOO 120 ML		157	DELTAMETRINA _ PIPERONIL BUTOXIDO	8.731	0.02 GR_2,5 GR X 100 ML	2.648	TRATAMIENTO TOPICO DE LA PEDICULOSIS Y ESCABIOSIS	FR	FRASCO
261	MEDICAMENTOS	507.262	PROMIL  GOLD_2  900 GR		2842	COMPONENTES LECHE	8.587	900 GR	898	SUPLEMENTO NUTRICIONAL	TR	TARRO
261	MEDICAMENTOS	507.263	"PROMIL  GOLD""1""900 GR"		2842	COMPONENTES LECHE	8.450	900 GR	898	SUPLEMENTO NUTRICIONAL	UN	UNIDAD
261	MEDICAMENTOS	501.267	BETACAROTENO  25.000 UI  X 60 COMP								CJ	CAJA
261	MEDICAMENTOS	500.448	ADERMA GEL DE BAÑO								FR	FRASCO
261	MEDICAMENTOS	506.334	NUTRIC. PARENTERAL 3000 ML.		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	8.998	3000 ML.	1.314	NUTRICION PARENTERAL	UN	UNIDAD
261	MEDICAMENTOS	502.657	DAONIL X CAPSULA DU(30)		871	GLIBENCLAMIDA	8.285	5MG X CAPSULA	132	HIPOGLICEMIANTE ORAL	TB	TABLETA
261	MEDICAMENTOS	509.362	VANTUX MAX(60) X 10 COMP SO								SO	SOBRE
261	MEDICAMENTOS	502.533	CRESTOR 10 MG (28) X COMP DU								TB	TABLETA
261	MEDICAMENTOS	500.686	ANTALIN  X COMP. DU		1298	AMITRIPTILINA_CLORDIAZEPOXIDO	8.289	12.5MG_5MG X COMP	42	ANTIDEPRESIVO	TB	TABLETA
261	MEDICAMENTOS	508.649	TEGRETAL 400 MG X COMP.DU		387	CARBAMAZEPINA	8.505	400 MG X COMP	983	ANTIEPILEPTICO_ANALGESICO NEUROPATICO	TB	TABLETA
261	MEDICAMENTOS	509.743	ZOVIRAX CREMA 5 GR.		902	ACICLOVIR	7.781	5%	106	ANTIVIRAL	TU	TUBO
261	MEDICAMENTOS	509.744	ZOVIRAX UNGTO.OFTALMICO 4.5G		902	ACICLOVIR	9.960	3%	2.855	ANTIVIRAL	TU	TUBO
