CODIGO|DESCRIPTOR|CAPITULO_NUM|CAPITULO_TITULO|VERSION
O991|OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL SISTEMA INMUNITARIO CUANDO COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O992|ENFERMEDADES ENDOCRINAS, DE LA NUTRICION Y DEL METABOLISMO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O993|TRASTORNOS MENTALES Y ENFERMEDADES DEL SISTEMA NERVIOSO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O994|ENFERMEDADES DEL SISTEMA CIRCULATORIO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O995|ENFERMEDADES DEL SISTEMA RESPIRATORIO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O996|ENFERMEDADES DEL SISTEMA DIGESTIVO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O997|ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTANEO QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
O998|OTRAS ENFERMEDADES ESPECIFICADAS Y AFECCIONES QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO|O95-O99|OTRAS ENFERMEDADES RELACIONADAS CON EL EMBARAZO, EL PARTO Y EL PUERPERIO|2010_DEIS
P000|FETO Y RECIEN NACIDO AFECTADOS POR TRASTORNOS HIPERTENSIVOS DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P001|FETO Y RECIEN NACIDO AFECTADOS POR ENFERMEDADES RENALES Y DE LAS VIAS URINARIAS DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P002|FETO Y RECIEN NACIDO AFECTADOS POR ENFERMEDADES INFECCIOSAS Y PARASITARIAS DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P003|FETO Y RECIEN NACIDO AFECTADOS POR OTRAS ENFERMEDADES CIRCULATORIAS Y RESPIRATORIAS DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P004|FETO Y RECIEN NACIDO AFECTADOS POR TRASTORNOS NUTRICIONALES DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P005|FETO Y RECIEN NACIDO AFECTADOS POR TRAUMATISMO DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P006|FETO Y RECIEN NACIDO AFECTADOS POR PROCEDIMIENTO QUIRURGICO EN LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P007|FETO Y RECIEN NACIDO AFECTADOS POR OTRO PROCEDIMIENTO MEDICO EN LA MADRE, NCOP|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P008|FETO Y RECIEN NACIDO AFECTADOS POR OTRAS AFECCIONES MATERNAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P009|FETO Y RECIEN NACIDO AFECTADOS POR AFECCION MATERNA NO ESPECIFICADA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P010|FETO Y RECIEN NACIDO AFECTADOS POR INCOMPETENCIA DEL CUELLO DEL UTERINO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P011|FETO Y RECIEN NACIDO AFECTADOS POR RUPTURA PREMATURA DE LAS MEMBRANAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P012|FETO Y RECIEN NACIDO AFECTADOS POR OLIGOHIDRAMNIOS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P013|FETO Y RECIEN NACIDO AFECTADOS POR POLIHIDRAMNIOS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P014|FETO Y RECIEN NACIDO AFECTADOS POR EMBARAZO ECTOPICO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P015|FETO Y RECIEN NACIDO AFECTADOS POR EMBARAZO MULTIPLE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P016|FETO Y RECIEN NACIDO AFECTADOS POR MUERTE MATERNA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P017|FETO Y RECIEN NACIDO AFECTADOS POR PRESENTACION ANOMALA ANTES DEL TRABAJO DE PARTO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P018|FETO Y RECIEN NACIDO AFECTADOS POR OTRAS COMPLICACIONES MATERNAS DEL EMBARAZO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P019|FETO Y RECIEN NACIDO AFECTADOS POR COMPLICACIONES MATERNAS NO ESPECIFICADAS DEL EMBARAZO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P020|FETO Y RECIEN NACIDO AFECTADOS POR PLACENTA PREVIA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P021|FETO Y REC.NAC.AFECT.POR OTRAS FORMAS DE DESPRENDIMIENTO Y DE HEMORRAGIA PLACENTARIOS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P022|FETO Y REC.NAC.AFECT.POR OTRAS ANORMALIDADES MORFOLOG.Y FUNC.DE PLACENTA Y LAS NO ESPECIF.|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P023|FETO Y RECIEN NACIDO AFECTADOS POR SINDROMES DE TRANSFUSION PLACENTARIA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P024|FETO Y RECIEN NACIDO AFECTADOS POR PROLAPSO DEL CORDON UMBILICAL|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P025|FETO Y RECIEN NACIDO AFECTADOS POR OTRA COMPRESION DEL CORDON UMBILICAL|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P026|FETO Y REC.NAC.AFECT.POR OTRAS COMPLICACIONES DEL CORDON UMBILICAL Y LAS NO ESPECIFICADAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P027|FETO Y RECIEN NACIDO AFECTADOS POR CORIOAMNIONITIS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P028|FETO Y RECIEN NACIDO AFECTADOS POR OTRAS ANORMALIDADES DE LAS MEMBRANAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P029|FETO Y RECIEN NACIDO AFECTADOS POR ANORMALIDAD NO ESPECIFICADA DE LAS MEMBRANAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P030|FETO Y RECIEN NACIDO AFECTADOS POR PARTO Y EXTRACCION DE NALGAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P031|FETO/REC.NAC.AFECT.POR OTR.PRESENT.ANOM. POSIC.ANOM. Y DESPROPORC.DURANTE TRAB. PARTO Y PART.|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P032|FETO Y RECIEN NACIDO AFECTADOS POR PARTO CON FORCEPS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P033|FETO Y RECIEN NACIDO AFECTADOS POR PARTO CON VENTOSA EXTRACTORA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P034|FETO Y RECIEN NACIDO AFECTADOS POR PARTO POR CESAREA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P035|FETO Y RECIEN NACIDO AFECTADOS POR PARTO PRECIPITADO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P036|FETO Y RECIEN NACIDO AFECTADOS POR CONTRACCIONES UTERINAS ANORMALES|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P038|FETO Y REC.NAC. AFECT.POR OTRAS COMPLICAC.ESPECIF. DEL TRABAJO DE PARTO Y DEL PARTO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P039|FETO Y REC.NAC.AFECT. POR COMPLICAC.NO ESPECIFICADAS DEL TRABAJO DE PARTO Y DEL PARTO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P040|FETO Y REC.NAC.AFECT.POR ANESTESIA Y ANALGESIA MAT.EN EL EMBARAZO, EN TRAB- DE PARTO Y PARTO|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P041|FETO Y RECIEN NACIDO AFECTADOS POR OTRAS MEDICACIONES MATERNAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P042|FETO Y RECIEN NACIDO AFECTADOS POR TABAQUISMO DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P043|FETO Y RECIEN NACIDO AFECTADOS POR ALCOHOLISMO DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P044|FETO Y RECIEN NACIDO AFECTADOS POR DROGADICCION MATERNA|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P045|FETO Y RECIEN NACIDO AFECTADOS POR EL USO MATERNO DE SUSTANCIAS QUIMICAS NUTRICIONALES|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P046|FETO Y RECIEN NACIDO AFECTADOS POR EXPOSICION MATERNA A SUSTANCIAS QUIMICAS AMBIENTALES|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P048|FETO Y RECIEN NACIDO AFECTADOS POR OTRAS INFLUENCIAS NOCIVAS DE LA MADRE|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P049|FETO Y RECIEN NACIDO AFECTADOS POR INFLUENCIAS NOCIVAS DE LA MADRE, NO ESPECIFICADAS|P00-P04|AFECCIONES DE ORIGEN PERINATAL|2010_DEIS
P050|BAJO PESO PARA LA EDAD GESTACIONAL|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P051|PEQUEÑO PARA LA EDAD GESTACIONAL|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P052|DESNUTRICION FETAL, SIN MENCION DE PESO O TALLA BAJOS PARA LA EDAD GESTACIONAL|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P059|RETARDO DEL CRECIMIENTO FETAL, NO ESPECIFICADO|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P070|PESO EXTREMADAMENTE BAJO AL NACER|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P071|OTRO PESO BAJO AL NACER|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P072|INMATURIDAD EXTREMA|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P073|OTROS RECIEN NACIDOS PRETERMINO|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P080|RECIEN NACIDO EXCEPCIONALMENTE GRANDE|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P081|OTROS RECIEN NACIDOS CON SOBREPESO PARA LA EDAD GESTACIONAL|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P082|RECIEN NACIDO POSTERMINO SIN SOBREPESO PARA SU EDAD GESTACIONAL|P05-P08|DESORDENES RELACIONADOS CON EL EMBARAZO|2010_DEIS
P100|HEMORRAGIA SUBDURAL DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P101|HEMORRAGIA CEREBRAL DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P102|HEMORRAGIA INTRAVENTRICULAR DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P103|HEMORRAGIA SUBARACNOIDEA DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P104|DESGARRO TENTORIAL DEBIDO A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P108|OTRAS HEMORRAGIAS Y LACERACIONES INTRACRANEALES DEBIDAS A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P109|HEMORRAGIA Y LACERAC.INTRACRANEALES NO ESPECIFIC., DEBIDAS A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P110|EDEMA CEREBRAL DEBIDO A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P111|OTRAS LESIONES ESPECIFICADAS DEL ENCEFALO, DEBIDAS A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P112|LESION NO ESPECIFICADA DEL ENCEFALO, DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P113|TRAUMATISMO DEL NACIMIENTO EN EL NERVIO FACIAL|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P114|TRAUMATISMO DEL NACIMIENTO EN OTROS NERVIOS CRANEALES|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P115|TRAUMATISMO DEL NACIMIENTO EN LA COLUMNA VERTEBRAL Y EN LA MEDULA ESPINAL|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P119|TRAUMATISMO DEL NACIMIENTO EN EL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P120|CEFALOHEMATOMA DEBIDO A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P121|CAPUT SUCCEDANEUM DEBIDO A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P122|HEMORRAGIA EPICRANEAL SUBAPONEUROTICA DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P123|EQUIMOSIS DEL CUERO CABELLUDO DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P124|TRAUMATISMO EN EL CUERO CABELLUDO DEL RECIEN NACIDO POR MONITOREO FETAL|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P128|OTROS TRAUMATISMOS DEL NACIMIENTO EN EL CUERO CABELLUDO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P129|TRAUMATISMO DEL NACIMIENTO EN EL CUERO CABELLUDO, NO ESPECIFICADO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P130|FRACTURA DEL CRANEO DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P131|OTROS TRAUMATISMOS DEL CRANEO DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P132|TRAUMATISMO DEL FEMUR DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P133|TRAUMATISMO DE OTROS HUESOS LARGOS DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P134|FRACTURA DE LA CLAVICULA DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P138|TRAUMATISMO DEL NACIMIENTO EN OTRAS PARTES DEL ESQUELETO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P139|TRAUMATISMO NO ESPECIFICADO DEL ESQUELETO DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P140|PARALISIS DE ERB DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P141|PARALISIS DE KLUMPKE DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P142|PARALISIS DEL NERVIO FRENICO DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P143|OTRO TRAUMATISMO DEL PLEXO BRAQUIAL DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P148|TRAUMATISMO DURANTE EL NACIMIENTO EN OTRAS PARTES DEL SISTEMA NERVIOSO PERIFERICO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P149|TRAUMATISMO NO ESPECIFICADO DEL SISTEMA NERVIOSO PERIFERICO DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P150|LESION DEL HIGADO DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P151|LESION DEL BAZO DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P152|TRAUMATISMO DEL MUSCULO ESTERNOCLEIDOMASTOIDEO DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P153|TRAUMATISMO OCULAR DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P154|TRAUMATISMO FACIAL DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P155|TRAUMATISMO DE LOS GENITALES EXTERNOS DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P156|NECROSIS GRASA SUBCUTANEA DEBIDA A TRAUMATISMO DEL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P158|OTROS TRAUMATISMOS ESPECIFICADOS, DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P159|TRAUMATISMO NO ESPECIFICADO, DURANTE EL NACIMIENTO|P10-P15|TRAUMATISMO DURANTE EL PARTO|2010_DEIS
P200|HIPOXIA INTRAUTERINA NOTADA POR PRIMERA VEZ ANTES DEL INICIO DEL TRABAJO DE PARTO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P201|HIPOXIA INTRAUTERINA NOTADA POR PRIMERA VEZ DURANTE EL TRABAJO DE PARTO Y EL PARTO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P209|HIPOXIA INTRAUTERINA, NO ESPECIFICADA|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P210|ASFIXIA DEL NACIMIENTO, SEVERA|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P211|ASFIXIA DEL NACIMIENTO, LEVE Y MODERADA|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P219|ASFIXIA DEL NACIMIENTO, NO ESPECIFICADA|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P220|SINDROME DE DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P221|TAQUIPNEA TRANSITORIA DEL RECIEN NACIDO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P228|OTRAS DIFICULTADES RESPIRATORIAS DEL RECIEN NACIDO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P229|DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO, NO ESPECIFICADA|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P230|NEUMONIA CONGENITA DEBIDA A AGENTE VIRAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P231|NEUMONIA CONGENITA DEBIDA A CHLAMYDIA|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P232|NEUMONIA CONGENITA DEBIDA A ESTAFILOCOCOS|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P233|NEUMONIA CONGENITA DEBIDA A ESTREPTOCOCOS DEL GRUPO B|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P234|NEUMONIA CONGENITA DEBIDA A ESCHERICHIA COLI|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P235|NEUMONIA CONGENITA DEBIDA A PSEUDOMONAS|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P236|NEUMONIA CONGENITA DEBIDA A OTROS AGENTES BACTERIANOS|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P238|NEUMONIA CONGENITA DEBIDA A OTROS ORGANISMOS|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P239|NEUMONIA CONGENITA, ORGANISMO NO ESPECIFICADO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P240|ASPIRACION NEONATAL DE MECONIO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P241|ASPIRACION NEONATAL DE LIQUIDO AMNIOTICO Y DE MOCO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P242|ASPIRACION NEONATAL DE SANGRE|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P243|ASPIRACION NEONATAL DE LECHE Y ALIMENTO REGURGITADO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P248|OTROS SINDROMES DE ASPIRACION NEONATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P249|SINDROME DE ASPIRACION NEONATAL, SIN OTRA ESPECIFICACION|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P250|ENFISEMA INTERSTICIAL ORIGINADO EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P251|NEUMOTORAX ORIGINADO EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P252|NEUMOMEDIASTINO ORIGINADO EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P253|NEUMOPERICARDIO ORIGINADO EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P258|OTRAS AFECCIONES RELACIONADAS CON EL ENFISEMA INTERSTICIAL, ORIGINADAS EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P260|HEMORRAGIA TRAQUEOBRONQUIAL ORIGINADA EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P261|HEMORRAGIA PULMONAR MASIVA ORIGINADA EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P268|OTRAS HEMORRAGIAS PULMONARES ORIGINADAS EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P269|HEMORRAGIA PULMONAR NO ESPECIFICADA, ORIGINADA EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P270|SINDROME DE WILSON-MIKITY|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P271|DISPLASIA BRONCOPULMONAR ORIGINADA EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P278|OTRAS ENFERMEDADES RESPIRATORIAS CRONICAS ORIGINADAS EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P279|ENFERMEDAD RESPIRATORIA CRONICA NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
P280|ATELECTASIA PRIMARIA DEL RECIEN NACIDO|P20-P29|ENFERMEDADES RESPIRATORIAS Y CARDÍACAS DURANTE EL PERIODO PERINATAL|2010_DEIS
