Productos_Clave	Productos_Descripcion	Importancia	Sustancias_Clave	Sustancias_Descripcion
6237	CREMINEM-B	2	616	Betametasona
6238	DILTOTAL	0	1259	Riboflavina
6238	DILTOTAL	9	65	Ascórbico ácido
6238	DILTOTAL	9	81	Vitamina B12
6238	DILTOTAL	9	85	Hierro
6238	DILTOTAL	9	97	Fólico ácido
6238	DILTOTAL	9	210	Alfa tocoferol
6238	DILTOTAL	9	405	Magnesio
6238	DILTOTAL	9	434	Manganeso
6238	DILTOTAL	9	574	Nicotinamida
6238	DILTOTAL	9	654	Vitamina A
6238	DILTOTAL	9	699	Ginseng
6238	DILTOTAL	9	741	Calcio
6238	DILTOTAL	9	791	Pantoténico ácido
6238	DILTOTAL	9	836	Piridoxina
6238	DILTOTAL	9	889	Cinc
6238	DILTOTAL	9	962	Potasio
6238	DILTOTAL	9	1006	Procaína
6238	DILTOTAL	9	1046	Cobre
6238	DILTOTAL	9	1265	Rutina
6238	DILTOTAL	9	1404	Tiamina
6238	DILTOTAL	9	1508	Vitamina D
6238	DILTOTAL	9	1678	Flúor
6238	DILTOTAL	9	2655	Molibdeno
6238	DILTOTAL	9	2895	Lecitina
6238	DILTOTAL	9	3512	Cobalto
6241	ELITIRAN-GP	0	1164	Diclofenac
6242	ELITIRAN GEL	0	1159	Diclofenac dietilamina
6243	ACETAZOLAMIDA	0	42	Acetazolamida
6244	GRISEOFULVINA	0	1768	Griseofulvina
6245	HIDRALAZINA	0	2030	Hidralazina
6246	HIDROCLOROTIAZIDA	0	22	Hidroclorotiazida
6247	COLCHICINA	0	1053	Colchicina
6248	ISOSORBIDE DINITRATO	0	221	Isosorbide dinitrato
6249	FLUNARIZINA	0	1621	Flunarizina
6250	NISTATINA	0	594	Nistatina
6252	TONOFLEX	1	740	Paracetamol
6252	TONOFLEX	2	1032	Clorzoxazona
6253	CLOZANIL	0	961	Clonazepam
6254	VADIRAL	0	3253	Valaciclovir
6255	EMOLAN PROTECTOR SOLAR FPS 20	0	862	Factor de protección solar (FPS)
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	91	Esteárico ácido
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	194	Alcanfor
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	210	Alfa tocoferol
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	1458	Trietanolamina
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	1560	Octilo metoxicinamato
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	1745	Glicerina
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	2029	Titanio dióxido
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	2167	Dimeticona
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	2192	Isopropilo palmitato
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	2980	Carboxipolimetileno
6258	ACCURETIC	1	1787	Quinapril
6258	ACCURETIC	2	22	Hidroclorotiazida
6259	VENARTEL	1	1209	Diosmina
6259	VENARTEL	2	920	Citrobioflavonoides
6260	AMINOFILINA	0	288	Aminofilina
6261	CINARIZINA	0	887	Cinarizina
6262	GLIFORTEX	0	2185	Metformina
6264	LOVASTATINA L. CH.	0	402	Lovastatín
6265	AMARILLA 2%	0	6275	Amarillo de mercurio óxido
6271	ARTEVIL	0	4082	Clopidogrel
6272	HELPIN	0	4056	Sildenafil
6273	LAFIGIN	0	3254	Lamotrigina
6275	PEGINTRON	0	4792	Interferón alfa (2b)
6276	ABRILAR	0	969	Hedera helix
6277	COMPLEX 15	0	2895	Lecitina
6279	NUM-ZIT	0	889	Cinc
6282	FEM 7 COMBI	1	1600	Estradiol
6282	FEM 7 COMBI	2	635	Levonorgestrel
6283	BUXON	0	4203	Bupropión
6284	MIRELLE	0	3986	Etinilestradiol + gestodeno
6285	MIRENA	0	635	Levonorgestrel
6287	DRINA	1	907	Ciproterona
6287	DRINA	2	1659	Etinilestradiol
6289	MIDALET 20	0	1123	Desogestrel + etinilestradiol
6293	DISLIPOR	0	3270	Atorvastatina
6294	HIDROXICARBAMIDA	0	2372	Hidroxiurea
6295	INSUMAN N	0	2387	Insulina
6296	INSUMAN R	0	2387	Insulina
6297	NASTIFRIN COMPUESTO DN	1	740	Paracetamol
6297	NASTIFRIN COMPUESTO DN	2	2062	Seudoefedrina
6297	NASTIFRIN COMPUESTO DN	3	2465	Clorfeniramina
6298	SANDRENA 0,1% GEL	0	1600	Estradiol
6299	TOPAMAX	0	3887	Topiramato
6300	LERTAMINE JARABE	1	396	Loratadina
6300	LERTAMINE JARABE	2	2062	Seudoefedrina
6301	CARBOLIT	0	379	Litio carbonato
6302	MONDRIAN	0	4203	Bupropión
6305	CIPROXINO	0	899	Ciprofloxacina
6306	DOSIN	0	1221	Domperidona
6307	BLOX-D	1	4086	Candesartán cilexetil
6307	BLOX-D	2	22	Hidroclorotiazida
6310	CALCEFOR D FORTE	1	760	Calcio carbonato
6310	CALCEFOR D FORTE	2	2136	Vitamina D3
6311	LIPOX	0	3270	Atorvastatina
6313	SENTIDOL	0	3678	Venlafaxina
6314	TELSET	0	2131	Tioconazol
6317	MINESSE	0	3986	Etinilestradiol + gestodeno
6319	PREVENAR	0	4729	Vacuna antineumocócica conjugada
6320	BELARA	1	1659	Etinilestradiol
6320	BELARA	2	3507	Clormadinona
6322	ENBREL	0	4209	Etanercept
6323	3A OFTENO	0	1164	Diclofenac
6324	ZINNAT	0	859	Cefuroxima
6325	PAROX MELTAB	0	740	Paracetamol
6326	ACEPRAN	0	961	Clonazepam
6327	QUINOBIOT	0	4029	Levofloxacino
6328	ULTRAC Q10	9	65	Ascórbico ácido
6328	ULTRAC Q10	9	81	Vitamina B12
6328	ULTRAC Q10	9	85	Hierro
6328	ULTRAC Q10	9	210	Alfa tocoferol
6328	ULTRAC Q10	9	405	Magnesio
6328	ULTRAC Q10	9	434	Manganeso
6328	ULTRAC Q10	9	574	Nicotinamida
6328	ULTRAC Q10	9	654	Vitamina A
6328	ULTRAC Q10	9	699	Ginseng
6328	ULTRAC Q10	9	741	Calcio
6328	ULTRAC Q10	9	791	Pantoténico ácido
6328	ULTRAC Q10	9	836	Piridoxina
6328	ULTRAC Q10	9	889	Cinc
6328	ULTRAC Q10	9	962	Potasio
6328	ULTRAC Q10	9	1046	Cobre
6328	ULTRAC Q10	9	1259	Riboflavina
6328	ULTRAC Q10	9	1265	Rutina
6328	ULTRAC Q10	9	1404	Tiamina
6328	ULTRAC Q10	9	1508	Vitamina D
6328	ULTRAC Q10	9	1678	Flúor
6328	ULTRAC Q10	9	3512	Cobalto
6328	ULTRAC Q10	9	3674	Ubiquinona
6331	MINIDOL GOTAS	0	24	Tramadol
6342	FOSVAL 70MG	0	3001	Alendronato
6343	ACTIPRAM	0	2999	Citalopram
6347	ZOMETA	0	4815	Zoledrónico ácido
6349	VITALUX	9	65	Ascórbico ácido
6349	VITALUX	9	210	Alfa tocoferol
6349	VITALUX	9	434	Manganeso
6349	VITALUX	9	574	Nicotinamida
6349	VITALUX	9	614	Beta caroteno
6349	VITALUX	9	889	Cinc
6349	VITALUX	9	1629	Selenio
6350	STARLIX	0	4714	Nateglinida
6351	FINDALER JARABE	0	867	Cetirizina
6354	AMLODIPINO	0	2222	Amlodipina
6355	ORLON	1	1827	Norgestimato + etinilestradiol
6355	ORLON	2	3021	Hierro fumarato
6357	AERIUS	0	4831	Desloratadina
6358	ALTRULINE	0	1630	Sertralina
6361	PROPOLIS	0	4031	Propóleo
6362	PROSTAFORT	0	1284	Serenoa repens
6363	TURMERIK	0	646	Curcuma cedoaria
6364	UNCADOL	0	4349	Uncaria tomentosa
6367	ACTONEL	0	4394	Risedronato
6372	XINDER CREMA DERMICA 0,05%	0	942	Clobetasol
6375	AUXXIL	0	4029	Levofloxacino
6376	DERMABEL	0	932	Clindamicina
6377	KITADOL PERIODO MENSTRUAL	1	740	Paracetamol
6377	KITADOL PERIODO MENSTRUAL	2	2811	Pamabrom
6377	KITADOL PERIODO MENSTRUAL	3	2001	Mepiramina
6378	LODIPRES	0	2161	Carvedilol
6379	PEDIAPROFEN FORTE	0	128	Ibuprofeno
6383	CORTIGRIP DIA/NOCHE	1	2062	Seudoefedrina
6383	CORTIGRIP DIA/NOCHE	2	740	Paracetamol
6383	CORTIGRIP DIA/NOCHE	3	2465	Clorfeniramina
6384	MEDITOINA	0	4050	Mebeverina
6385	WINASORB FLEX	1	1032	Clorzoxazona
6385	WINASORB FLEX	2	740	Paracetamol
6386	PLENIDON	0	4375	Zaleplón
6388	CLORMEZANONA	0	2084	Clormezanona
6389	CLAVOXILINA BID	0	3013	Amoxicilina + ácido clavulánico
6390	ESTREVA GEL	0	1600	Estradiol
6391	DIGENIL	1	709	Pancreatina
6391	DIGENIL	2	1291	Simeticona
6394	SELERUP	0	4056	Sildenafil
6395	GYNOCANESTEN 1	0	1039	Clotrimazol
6398	SERETIDE LF CD	0	246	Salmeterol + fluticasona
6399	RAPAMUNE	0	4376	Sirolimús
6400	CANCIDAS	0	4932	Caspofungina acetato
6402	CARBORON RETARD	0	379	Litio carbonato
6403	NEBAPUL	0	2008	Metilfenidato
6404	SECAND	9	77	Cítrico ácido
6404	SECAND	9	1305	Sodio citrato
6404	SECAND	9	1342	Sorbitol
6404	SECAND	9	2271	Celulosa
6404	SECAND	9	2798	Silicio
6404	SECAND	9	3245	Málico ácido
6405	ZEBRAK	0	2999	Citalopram
6409	STIEVAMYCIN GEL 0,025	1	1445	Tretinoína
6409	STIEVAMYCIN GEL 0,025	2	1577	Eritromicina
6410	STIPROX SHAMPOO 1,5%	0	880	Ciclopirox
6411	LOSEC IV	0	653	Omeprazol
6413	ALBEOLER	0	2626	Fluticasona
6414	COAROL	0	1791	Acenocumarol
6416	SPIRON GOTAS	0	2508	Risperidona
6417	AERO-BUD	0	2317	Budesónida
6418	AERO-PLUS	1	1272	Salbutamol
6418	AERO-PLUS	2	536	Beclometasona
6419	MEDAZOL GEL	0	489	Metronidazol
6420	SANIPROSTOL	0	1266	Finasteride
6421	SERTRALINA	0	1630	Sertralina
6422	IBUPIRAC FORTE	0	128	Ibuprofeno
6423	SANIPRESIN-D	1	3124	Losartán
6423	SANIPRESIN-D	2	22	Hidroclorotiazida
6424	CLIMATROL E	0	1644	Estrógenos conjugados
6425	LEODRIN 70	0	3001	Alendronato
6426	FLUSONA	0	2626	Fluticasona
6427	BELOMET	1	1272	Salbutamol
6427	BELOMET	2	536	Beclometasona
6428	COLCHICINA	0	1053	Colchicina
6430	GINKGO BILOBA	0	1735	Ginkgo biloba
6431	NOSPASMIN	0	5018	Pipetanato
6432	NOSPASMIN COMPUESTO	1	1785	Dipirona
6432	NOSPASMIN COMPUESTO	2	5018	Pipetanato
6433	TRAMADOL	0	24	Tramadol
6434	LUTAMIDAL	0	3265	Bicalutamida
6435	VASTUS 5MG	0	1266	Finasteride
6437	TRICIVIR	1	4202	Abacavir
6437	TRICIVIR	2	3252	Lamivudina
6437	TRICIVIR	3	1780	Zidovudina
6441	NEFERSIL GEL	0	2975	Lisina clonixinato
6442	SALBUTAMOL CON BECLOMETASONA	1	1272	Salbutamol
6442	SALBUTAMOL CON BECLOMETASONA	2	536	Beclometasona
6443	TRAVATAN	0	4828	Travoprost
6447	FENAX	0	3990	Fexofenadina
6448	BLOPRESS-D	1	4086	Candesartán cilexetil
6448	BLOPRESS-D	2	22	Hidroclorotiazida
6449	DELTAMID OFTENO	1	993	Prednisolona
6449	DELTAMID OFTENO	2	2325	Sulfacetamida
6450	GELODERM FORTE	0	489	Metronidazol
6452	GLIVEC	0	4850	Imatinib
6453	GENTEAL SOLUCION OFTALMICA 0,3%	0	78	Hidroxipropilmetilcelulosa
6455	BILATEN	0	4086	Candesartán cilexetil
6456	CLASIFEL CREMA 4%	0	52	Hidroquinona
6457	HIPERFLEX	1	1090	Glucosamina
6457	HIPERFLEX	2	4659	Condroitinsulfato
6458	PERIOXIDIN GEL	0	1014	Clorhexidina
6464	NIMESYL	0	588	Nimesulida
6465	NIMESYL GEL	0	588	Nimesulida
6466	LATOF	0	3244	Latanoprost
6467	GASTROLEN	1	930	Clidinio
6467	GASTROLEN	2	996	Clordiazepóxido
6470	LOUTEN	0	3244	Latanoprost
6472	FINDALER-D	1	867	Cetirizina
6472	FINDALER-D	2	2062	Seudoefedrina
6473	DEZARTAL	0	1116	Deflazacort
6474	REFRESH TEARS	0	818	Carboximetilcelulosa sódica
6475	TOBRAGAN	0	1429	Tobramicina
6478	CILCLAR	0	4713	Miranol
6479	PROMIL GOLD + LUTEINA	9	82	Docosahexaenoico ácido
6479	PROMIL GOLD + LUTEINA	9	253	Lípidos
6479	PROMIL GOLD + LUTEINA	9	497	Minerales
6479	PROMIL GOLD + LUTEINA	9	1233	Proteínas
6479	PROMIL GOLD + LUTEINA	9	1514	Vitaminas
6479	PROMIL GOLD + LUTEINA	9	1760	Glúcidos
6479	PROMIL GOLD + LUTEINA	9	2288	Araquidónico ácido
6480	S-26 AR	9	253	Lípidos
6480	S-26 AR	9	497	Minerales
6480	S-26 AR	9	1233	Proteínas
6480	S-26 AR	9	1514	Vitaminas
6480	S-26 AR	9	1760	Glúcidos
6481	VINCRISTINA	0	1494	Vincristina
6484	MIGRAX	1	740	Paracetamol
6484	MIGRAX	2	1575	Ergotamina
6484	MIGRAX	3	735	Cafeína
6486	TRITTICO AC	0	2130	Trazodona
6487	VIADIL FORTE	0	1227	Propinoxato
6489	DIGOXIN	0	1184	Digoxina
6493	AMOXIPENIL	0	314	Amoxicilina
6495	CICLOMEX-15	0	3986	Etinilestradiol + gestodeno
6497	ALFIN	0	4056	Sildenafil
6498	CIBLEX	0	3241	Mirtazapina
6499	NEOCLARITINE	0	4831	Desloratadina
6500	ARADIX	0	2008	Metilfenidato
6501	NEURYL	0	961	Clonazepam
6504	INFLUK	9	538	Belladona
6504	INFLUK	9	2937	Bryonia alba
6504	INFLUK	9	3085	Eupatorium perfoliatum
6510	TALFLEX T.U.	0	241	Ketoprofeno
6511	NORMATEN PLUS	1	1556	Enalapril
6511	NORMATEN PLUS	2	22	Hidroclorotiazida
6512	DALACIN OVULOS	0	932	Clindamicina
6513	DINAFLEX DUO	1	1090	Glucosamina
6513	DINAFLEX DUO	2	4659	Condroitinsulfato
6514	LUMIGAN	0	4832	Bimatoprost
6515	IGAMAD	0	1065	Inmunoglobulina anti-Rho(D)
6516	IGANTET	0	1941	Inmunoglobulina antitetánica
6522	EUROGESIC GEL	0	542	Naproxeno
6523	CLOVAL COMPUESTO	1	952	Clobutinol
6523	CLOVAL COMPUESTO	2	656	Orciprenalina
6525	GASORBOL PLUS	1	1291	Simeticona
6525	GASORBOL PLUS	2	254	Aluminio hidróxido
6525	GASORBOL PLUS	3	431	Magnesio trisilicato
6528	NEXIUM	0	4822	Esomeprazol
6529	SYMBICORT TURBUHALER	1	2317	Budesónida
6529	SYMBICORT TURBUHALER	2	3243	Formoterol
6531	GLUCOVANCE	1	1741	Glibenclamida
6531	GLUCOVANCE	2	2185	Metformina
6533	GRANEODIN	0	1014	Clorhexidina
6534	HYPERCRIT	0	2457	Eritropoyetina
6535	NEUTROMAX	0	2357	Filgrastim
6536	BRONCARD	0	3133	Levodropropizina
6537	CINACTIV	1	1577	Eritromicina
6537	CINACTIV	2	889	Cinc
6539	LOCOID LIPOCREAM	0	25	Hidrocortisona
6542	ALERTOP	0	867	Cetirizina
6553	FRESHMEL TOS	1	1014	Clorhexidina
6553	FRESHMEL TOS	2	639	Noscapina
6563	C+E CKL	1	65	Ascórbico ácido
6563	C+E CKL	2	210	Alfa tocoferol
6564	C+AHA CKL	9	65	Ascórbico ácido
6564	C+AHA CKL	9	889	Cinc
6564	C+AHA CKL	9	920	Citrobioflavonoides
6564	C+AHA CKL	9	1936	Fenoxetol
6564	C+AHA CKL	9	1943	Hialurónico ácido
6564	C+AHA CKL	9	2253	Alfa hidroxiácidos
6568	DACARBAZINA	0	1101	Dacarbazina
6570	HIDROXICARBAMIDA	0	2372	Hidroxiurea
6571	IFOSFAMIDA	0	139	Ifosfamida
6572	ONDANSETRON	0	2534	Ondansetrón
6573	PACLITAXEL	0	1590	Paclitaxel
6574	VINCRISTINA	0	1494	Vincristina
6576	CERAZETTE	0	153	Desogestrel
6580	TAPSIN MUJER	1	740	Paracetamol
6580	TAPSIN MUJER	2	2811	Pamabrom
6580	TAPSIN MUJER	3	2001	Mepiramina
6583	ALUMINIO HIDROXIDO	0	254	Aluminio hidróxido
6584	ANOVULATORIO MICRO-DOSIS	0	4732	Levonorgestrel + etinilestradiol
6585	AZITROMICINA	0	2567	Azitromicina
6586	BACITRACINA + NEOMICINA	1	525	Bacitracina
6586	BACITRACINA + NEOMICINA	2	553	Neomicina
6587	CALCIVORIN-D	1	741	Calcio
6587	CALCIVORIN-D	2	1508	Vitamina D
6589	DICLOFENACO SODICO RETARD	0	1164	Diclofenac
6590	DIGOXINA	0	1184	Digoxina
6591	FENITOINA SODICA PROMPT	0	1175	Difenilhidantoína
6595	NYOLOL GEL	0	1417	Timolol
6596	METAMIZOL SODICO (DIPIRONA)	0	1785	Dipirona
6597	MINTAVIT-C	0	65	Ascórbico ácido
6598	NITRENDIPINO	0	597	Nitrendipina
6599	NITROFURANTOINA MACRO	0	600	Nitrofurantoína
6601	PENTOXIFILINA	0	769	Pentoxifilina
6604	PYRIPED FORTE	0	128	Ibuprofeno
6605	TRIMEBUTINO	0	1468	Trimebutina
6620	AVAXIM	0	3175	Vacuna antihepatitis A
6621	ACTACEL	1	4962	Vacuna contra Haemophilus influenzae B (Hib)
6621	ACTACEL	2	5114	Vacuna triple (DPT)
6622	BIKEN	0	4977	Vacuna contra la varicela
6630	DOLOFAR INYECTABLE	0	241	Ketoprofeno
6632	PRO LERTUS	0	4423	Diclofenac colestiramina
6633	MELODOL	0	3058	Meloxicam
6634	ARNELA	0	1039	Clotrimazol
6640	AMOXIPENIL DUO	0	314	Amoxicilina
6643	ECAX	0	3058	Meloxicam
6645	TRIVITANA Q10	9	210	Alfa tocoferol
6645	TRIVITANA Q10	9	654	Vitamina A
6645	TRIVITANA Q10	9	836	Piridoxina
6645	TRIVITANA Q10	9	3674	Ubiquinona
6646	VENOSERIN CAPSULAS	0	3233	Ruscus aculeatus
6647	VENOSERIN GEL	0	3233	Ruscus aculeatus
6648	ENTOCORT	0	2317	Budesónida
6649	TERFEX SPRAY	0	2613	Terbinafina
6654	DIANORMAX MR	0	1746	Gliclazida
6658	ARCOLANE	0	238	Ketoconazol
6660	BIOFLORA	0	1271	Saccharomyces boulardii
6662	FOLIFEMIN AF	0	97	Fólico ácido
6665	NENEGLOSS ADVANCED	9	171	Alantoína
6665	NENEGLOSS ADVANCED	9	224	Aloe vera
6665	NENEGLOSS ADVANCED	9	654	Vitamina A
6665	NENEGLOSS ADVANCED	9	889	Cinc
6665	NENEGLOSS ADVANCED	9	1486	Vaselina
6665	NENEGLOSS ADVANCED	9	1508	Vitamina D
6665	NENEGLOSS ADVANCED	9	2580	Aceite de hígado de bacalao
6667	ZELDOX	0	4935	Ziprasidona
6668	TRIOX N.F.	0	542	Naproxeno
6670	TRAVIATA	0	2571	Paroxetina
6673	LORATADINA L. CH.	0	396	Loratadina
6681	BETACAR	0	364	Atenolol
6684	CALDEVAL	1	741	Calcio
6684	CALDEVAL	2	2136	Vitamina D3
6687	BECLOMETASONA DIPROPIONATO	0	536	Beclometasona
6688	BUDESONIDA	0	2317	Budesónida
6689	SETRONIL	0	2999	Citalopram
6690	CONDROSULF	0	4659	Condroitinsulfato
6692	SANALER-D	1	867	Cetirizina
6692	SANALER-D	2	2062	Seudoefedrina
6696	ISQUELIUM	0	1791	Acenocumarol
6698	LATOF-T	1	3244	Latanoprost
6698	LATOF-T	2	1417	Timolol
6701	NOVACILINA	0	4029	Levofloxacino
6702	O-PLAT	0	3900	Oxaliplatino
6704	NORPILEN XR	0	3678	Venlafaxina
6705	DEFLAMAT GOTAS	0	1164	Diclofenac
6706	BLOCAR	0	2161	Carvedilol
6709	EVIMAL	0	4075	Donepecilo
6710	BRIMOPRESS	0	3912	Brimonidina
6711	GLAUCOTENSIL T	1	3275	Dorzolamida
6711	GLAUCOTENSIL T	2	1417	Timolol
6712	OPTAMOX	0	314	Amoxicilina
6715	ANPOSEL	0	3058	Meloxicam
6717	CALNER	0	974	Clorazepato dipotásico
6718	DONEGAL	0	1221	Domperidona
6719	GASTRODINE	0	4176	Rabeprazol
6723	DUALTEN	0	2161	Carvedilol
6724	VITAYDE C	1	654	Vitamina A
6724	VITAYDE C	2	65	Ascórbico ácido
6724	VITAYDE C	3	1508	Vitamina D
6725	HOLADREN 7D	0	3001	Alendronato
6726	RIPOL	0	4056	Sildenafil
6727	PROSTALL	0	3276	Tamsulosina
6728	NIOFEN FLU	1	128	Ibuprofeno
6728	NIOFEN FLU	2	2062	Seudoefedrina
6729	NIOFEN FLU FORTE	1	128	Ibuprofeno
6729	NIOFEN FLU FORTE	2	2062	Seudoefedrina
6730	DEUCODOL SUSPENSION	0	128	Ibuprofeno
6731	TUSMINAL	0	1143	Dextrometorfano
6732	ATORVASTATINA	0	3270	Atorvastatina
6733	PULBRONC SIMPLE	0	952	Clobutinol
6735	DORSOF T	1	3275	Dorzolamida
6735	DORSOF T	2	1417	Timolol
6736	CLARITROMICINA	0	923	Claritromicina
6737	ALEXIA D	1	3990	Fexofenadina
6737	ALEXIA D	2	2062	Seudoefedrina
6738	DOLOVERINA	0	4050	Mebeverina
6739	XOLOF	0	1429	Tobramicina
6740	XOLOF D	1	1429	Tobramicina
6740	XOLOF D	2	1127	Dexametasona
6741	INFOR Q10	9	65	Ascórbico ácido
6741	INFOR Q10	9	81	Vitamina B12
6741	INFOR Q10	9	85	Hierro
6741	INFOR Q10	9	97	Fólico ácido
6741	INFOR Q10	9	105	Linoleico ácido
6741	INFOR Q10	9	155	Inositol
6741	INFOR Q10	9	210	Alfa tocoferol
6741	INFOR Q10	9	405	Magnesio
6741	INFOR Q10	9	434	Manganeso
6741	INFOR Q10	9	574	Nicotinamida
6741	INFOR Q10	9	654	Vitamina A
6741	INFOR Q10	9	699	Ginseng
6741	INFOR Q10	9	741	Calcio
6741	INFOR Q10	9	791	Pantoténico ácido
6741	INFOR Q10	9	836	Piridoxina
6741	INFOR Q10	9	889	Cinc
6741	INFOR Q10	9	962	Potasio
6741	INFOR Q10	9	1006	Procaína
6741	INFOR Q10	9	1046	Cobre
6741	INFOR Q10	9	1056	Colina
6741	INFOR Q10	9	1259	Riboflavina
6741	INFOR Q10	9	1265	Rutina
6741	INFOR Q10	9	1404	Tiamina
6741	INFOR Q10	9	1570	Ergocalciferol
6741	INFOR Q10	9	1678	Flúor
6741	INFOR Q10	9	2655	Molibdeno
6741	INFOR Q10	9	3512	Cobalto
6741	INFOR Q10	9	3674	Ubiquinona
6741	INFOR Q10	9	4707	Alfa-linolénico ácido
6745	APLACID	0	1364	Sulpirida
6747	LEGOFER	0	2569	Hierro proteinsuccinilato
6748	LISODER	0	2113	Mometasona
6749	VENLAX XR	0	3678	Venlafaxina
6750	POENTOBRAL PLUS	1	1429	Tobramicina
6750	POENTOBRAL PLUS	2	1127	Dexametasona
6751	ACTIVELLE	1	1600	Estradiol
6751	ACTIVELLE	2	624	Noretisterona
6752	FEMIBEL	0	4752	Estrógenos esterificados
6753	CLODAVAN	0	942	Clobetasol
6754	RINODAN	0	1306	Sodio cloruro
6755	THYROZOL	0	2431	Metimazol
6757	ARTESOL	0	3908	Cilostazol
6758	DAZOLIN	0	4075	Donepecilo
6761	IMPLANON IMPLANTE	0	5036	Etonogestrel
6762	OSEOTAL 70	0	3001	Alendronato
6763	ALPHAGAN P	0	3912	Brimonidina
6766	BUDENOFALK	0	2317	Budesónida
6775	VIDEX EC	0	779	Didanosina
6776	ACAMOL COMPUESTO	1	740	Paracetamol
6776	ACAMOL COMPUESTO	2	2062	Seudoefedrina
6776	ACAMOL COMPUESTO	3	2465	Clorfeniramina
6777	TROZOLET	0	3266	Anastrozol
6780	XYLOCAINA AEROSOL	0	346	Lidocaína
6781	XYLOCAINA VISCOSA	0	346	Lidocaína
6784	AGGLAD OFTENO	0	3912	Brimonidina
6785	AZ OFTENO	0	3150	Azelastina
6786	ARENDAL	0	3001	Alendronato
6788	ATORVASTATINA	0	3270	Atorvastatina
6801	GOVAL	0	2508	Risperidona
6806	PROGRAF	0	3916	Tacrolimús
6809	ARATAN	0	3124	Losartán
6810	ARATAN D	1	3124	Losartán
6810	ARATAN D	2	22	Hidroclorotiazida
6811	BRONCODUAL	0	952	Clobutinol
6822	ELCAL-D SUPRA	1	777	Calcio fosfato
6822	ELCAL-D SUPRA	2	2136	Vitamina D3
6823	EROSFIL	0	4056	Sildenafil
6824	LISACNE	0	225	Isotretinoína
6826	DURAPROX	0	3045	Oxaprozín
6831	ZALDIAR	1	24	Tramadol
6831	ZALDIAR	2	740	Paracetamol
6833	BAGOMICINA	0	498	Minociclina
6834	FLOGOCORT	0	2113	Mometasona
6835	MICOSET	0	2613	Terbinafina
6838	TEMPERAX	0	2999	Citalopram
6839	ULTRABIOTIC	0	2017	Mupirocina
6840	DEUCOALER	1	1136	Dexclorfeniramina
6840	DEUCOALER	2	616	Betametasona
6841	PROCION	0	998	Prednisona
6843	CAREZA	0	3986	Etinilestradiol + gestodeno
6845	SERIVO	0	1630	Sertralina
6846	FELSOL	0	1614	Fluconazol
6847	DOLPIC FORTE	0	1468	Trimebutina
6848	CANDESARTAN CILEXETILO	0	4086	Candesartán cilexetil
6849	CANDESARTAN CILEXETILO + HIDROCLOROTIAZ.	1	4086	Candesartán cilexetil
6849	CANDESARTAN CILEXETILO + HIDROCLOROTIAZ.	2	22	Hidroclorotiazida
6851	LEODRIN 35MG	0	3001	Alendronato
6852	ARLETTE 28	0	153	Desogestrel
6853	HIPERFLEX FORTE	1	1090	Glucosamina
6853	HIPERFLEX FORTE	2	4659	Condroitinsulfato
6854	ACICLOVIR	0	160	Aciclovir
6855	XALACOM	1	3244	Latanoprost
6855	XALACOM	2	1417	Timolol
6858	LEUCOVORINA	0	325	Leucovorina cálcica
6859	AROMASIN	0	4354	Exemestano
6860	AMLODIPINO	0	2222	Amlodipina
6863	LORATADINA	0	396	Loratadina
6864	MELOXICAM	0	3058	Meloxicam
6870	BUTARTROL FORTE	1	128	Ibuprofeno
6870	BUTARTROL FORTE	2	1983	Meprobamato
6870	BUTARTROL FORTE	3	2714	Aluminio aminoacetato
6871	SANALER	0	867	Cetirizina
6877	PROCTOPLEX	0	1776	Hamamelis
6879	REQUIP	0	4076	Ropinirol
6883	ARTRIZONA	0	2642	Diacereína
6884	BEROCCA PLUS	9	65	Ascórbico ácido
6884	BEROCCA PLUS	9	81	Vitamina B12
6884	BEROCCA PLUS	9	97	Fólico ácido
6884	BEROCCA PLUS	9	405	Magnesio
6884	BEROCCA PLUS	9	574	Nicotinamida
6884	BEROCCA PLUS	9	741	Calcio
6884	BEROCCA PLUS	9	791	Pantoténico ácido
6884	BEROCCA PLUS	9	836	Piridoxina
6884	BEROCCA PLUS	9	889	Cinc
6884	BEROCCA PLUS	9	1259	Riboflavina
6884	BEROCCA PLUS	9	1404	Tiamina
6884	BEROCCA PLUS	9	2310	Biotina
6885	BI-EUGLUCON-M	1	1741	Glibenclamida
6885	BI-EUGLUCON-M	2	2185	Metformina
6886	PEGASYS	0	6361	Peginterferón alfa-2a
6892	SEREPRID	0	1411	Tiaprida
6893	UBITEN	9	65	Ascórbico ácido
6893	UBITEN	9	405	Magnesio
6893	UBITEN	9	962	Potasio
6893	UBITEN	9	1926	Carnitina
6893	UBITEN	9	3674	Ubiquinona
6894	DIRTOP	0	4056	Sildenafil
