"DESCRIPTIONID_VTM"	"VTM"	"DESCRIPTIONID_VMP"	"VMP"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"10405661000999111"	"SALBUTAMOL 100 MCG/DISPARO AEROSOL X 200 DOSIS"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"10405671000999117"	"SALBUTAMOL 100 MCG/DISPARO AEROSOL X 100 DOSIS"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"10405681000999119"	"SALBUTAMOL 100 MCG/DISPARO AEROSOL X 250 DOSIS"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"10405691000999116"	"SALBUTAMOL 100 MCG/DISPARO AEROSOL X 300 DOSIS"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"11033481000999111"	"SALBUTAMOL 45 MCG/DOSIS AEROSOL X 200 DOSIS"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"11101251000999115"	"SALBUTAMOL 2 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"11215571000999113"	"SALBUTAMOL 6 MG/ML SOLUCION PARA NEBULIZAR EN ENVASE DE 20 ML"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"11215641000999117"	"SALBUTAMOL 3 MG/ML SOLUCION PARA NEBULIZAR DE 10 ML"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"6719541000999110"	"SALBUTAMOL 4 MG COMPRIMIDO"
"6919741000999112"	"PREPARADO CON SALBUTAMOL"	"6882121000999116"	"SALBUTAMOL 2 MG COMPRIMIDO"
"6919811000999117"	"PREPARADO CON ALBUTEROL Y BROMURO IPRATROPIO"	"10486641000999119"	"SALBUTAMOL 120 MCG/ DISPARO BROMURO DE IPRATROPIO 21 MCG/ DISPARO AEROSOL DE 200 DOSIS"
"6919811000999117"	"PREPARADO CON ALBUTEROL Y BROMURO IPRATROPIO"	"10486651000999117"	"SALBUTAMOL 120 MCG/ DISPARO BROMURO DE IPRATROPIO 21 MCG/ DISPARO AEROSOL DE 250 DOSIS"
"6919811000999117"	"PREPARADO CON ALBUTEROL Y BROMURO IPRATROPIO"	"10511431000999111"	"SALBUTAMOL 2.5 MG/ 2.5 ML, IPRATROPIO 0.5 MG/ 2.5 ML SOLUCION EN AMPOLLA"
"6919921000999116"	"PREPARADO CON ESCOPOLAMINA"	"10335441000999114"	"ESCOPOLAMINA 20 MG/2 ML, SOLUCION EN AMPOLLA"
"6919921000999116"	"PREPARADO CON ESCOPOLAMINA"	"10335591000999119"	"ESCOPOLAMINA 20 MG/ML, SOLUCION EN AMPOLLA DE 1ML"
"6919921000999116"	"PREPARADO CON ESCOPOLAMINA"	"6919901000999113"	"ESCOPOLAMINA 10 MG COMPRIMIDO"
"6919921000999116"	"PREPARADO CON ESCOPOLAMINA"	"6919941000999110"	"ESCOPOLAMINA 20 MG COMPRIMIDO"
"6920931000999117"	"PREPARADO CON SOMATOSTATINA"	"10358141000999113"	"SOMATOSTATINA 3000 MCG LIOFILIZADO EN AMPOLLA"
"6920931000999117"	"PREPARADO CON SOMATOSTATINA"	"10530141000999113"	"SOMATOSTATINA 250 MCG LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10488581000999114"	"SOMATOTROPINA 18 UINT LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10532751000999110"	"SOMATOTROPINA 36 UINT LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10533071000999112"	"SOMATOTROPINA 24 UINT LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10644401000999115"	"SOMATOTROPINA 16 UI LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10645171000999116"	"SOMATOTROPINA 12 UI LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10645251000999118"	"SOMATOTROPINA 4 UI LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10652081000999110"	"SOMATOTROPINA 30 UI/1.5 ML (10MG/1,5ML) SOLUCION EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10652151000999116"	"SOMATOTROPINA 45 UI/1.5 ML (15MG/1,5ML) SOLUCION EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10652331000999112"	"SOMATOTROPINA 15 UI/1.5 ML (5MG/1,5ML) SOLUCION EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10652451000999112"	"SOMATOTROPINA 5 MG LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"10652551000999113"	"SOMATOTROPINA 6 MG LIOFILIZADO EN AMPOLLA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"11026961000999119"	"SOMATOTROPINA 15 MG/1,5 ML SOLUCION EN LAPICERA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"11027031000999114"	"SOMATOTROPINA 10 MG/1.5 ML SOLUCION EN LAPICERA"
"6920951000999111"	"PREPARADO CON SOMATOTROPINA"	"11027101000999115"	"SOMATOTROPINA 5 MG/1.5 ML SOLUCION EN LAPICERA"
"6921031000999112"	"PREPARADO CON SUCCINILCOLINA"	"10313171000999118"	"SUCCINILCOLINA 100 MG LIOFILIZADO"
"6921031000999112"	"PREPARADO CON SUCCINILCOLINA"	"10318531000999116"	"SUCCINILCOLINA 100 MG/2 ML SOLUCION EN AMPOLLA"
"6921031000999112"	"PREPARADO CON SUCCINILCOLINA"	"10319131000999118"	"SUCCINILCOLINA 500 MG LIOFILIZADO"
"6921031000999112"	"PREPARADO CON SUCCINILCOLINA"	"10320081000999117"	"SUCCINILCOLINA 500 MG/10 ML SOLUCION EN AMPOLLA"
"6921051000999118"	"PREPARADO CON SUFENTANILO"	"10662961000999112"	"SUFENTANIL 0.25 MG/5 ML SOLUCION EN AMPOLLA"
"6921391000999114"	"PREPARADO CON SULFATO CINC"	"10508001000999115"	"SULFATO  DE ZINC 20 MG/5 ML SUSPENSION EN FRASCO DE 60 ML"
"6921391000999114"	"PREPARADO CON SULFATO CINC"	"6922521000999114"	"SULFATO CINC 50 MG SELLO"
"6922601000999116"	"PREPARADO CON SULFATO MAGNESIO"	"10296051000999114"	"SULFATO DE MAGNESIO 25 %, SOLUCION INYECTABLE  X 5 ML"
"6922601000999116"	"PREPARADO CON SULFATO MAGNESIO"	"10296061000999111"	"SULFATO DE MAGNESIO 25 %, SOLUCION INYECTABLE  X 2 ML"
"6922601000999116"	"PREPARADO CON SULFATO MAGNESIO"	"10296071000999117"	"SULFATO DE MAGNESIO 25 %, SOLUCION INYECTABLE  X 10 ML"
"6922601000999116"	"PREPARADO CON SULFATO MAGNESIO"	"10296091000999116"	"SULFATO DE MAGNESIO 25 %, SOLUCION INYECTABLE  X 20 ML"
"6922741000999112"	"PREPARADO CON SULPIRIDA"	"10478411000999114"	"SULPIRIDA 100 MG/2 ML SOLUCION EN AMPOLLA"
"6922741000999112"	"PREPARADO CON SULPIRIDA"	"11088091000999118"	"SULPIRIDA 20 MG/ML SOLUCION EN GOTERO DE 20 ML"
"6922741000999112"	"PREPARADO CON SULPIRIDA"	"11094611000999111"	"SULPIRIDA 25 MG/ML SOLUCION EN FRASCO GOTERO DE 20 ML"
"6922741000999112"	"PREPARADO CON SULPIRIDA"	"6922771000999117"	"SULPIRIDA 100 MG COMPRIMIDO"
"6922741000999112"	"PREPARADO CON SULPIRIDA"	"6922811000999117"	"SULPIRIDA 25 MG COMPRIMIDO"
"6922741000999112"	"PREPARADO CON SULPIRIDA"	"6922831000999110"	"SULPIRIDA 50 MG COMPRIMIDO"
"6922871000999113"	"PREPARADO CON SUMATRIPTAN"	"10486871000999113"	"SUMATRIPTAN 12 MG/0.5 ML SOLUCION EN JERINGA PRELLENADA"
"6922871000999113"	"PREPARADO CON SUMATRIPTAN"	"6882371000999118"	"SUMATRIPTAN 100 MG COMPRIMIDO"
"6922871000999113"	"PREPARADO CON SUMATRIPTAN"	"6882411000999117"	"SUMATRIPTAN 50 MG COMPRIMIDO"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10306931000999113"	"TACROLIMUS 1 MG  COMPRIMIDO"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10309511000999118"	"TACROLIMUS 5 MG COMPRIMIDO"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10417871000999113"	"TACROLIMUS 0.5 MG, CAPSULA"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10586581000999116"	"TACROLIMUS 1 MG/G UNGUENTO EN ENVASE DE 10 G"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10586591000999118"	"TACROLIMUS 1 MG/G UNGUENTO EN ENVASE DE 15 G"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10586601000999113"	"TACROLIMUS 1 MG/G UNGUENTO EN ENVASE DE 20 G"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10587121000999113"	"TACROLIMUS 0.03 MG/G UNGUENTO EN ENVASE DE 10 G"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10587131000999111"	"TACROLIMUS 0.03 MG/G UNGUENTO EN ENVASE DE 30 G"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10651081000999118"	"TACROLIMUS 5 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10954471000999111"	"TACROLIMUS 0.5 MG CAPSULA DE ACCION PROLONGADA"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10954481000999114"	"TACROLIMUS 1 MG CAPSULA DE ACCION PROLONGADA"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"10954491000999112"	"TACROLIMUS 5 MG CAPSULA DE ACCION PROLONGADA"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"11266551000999111"	"TACROLIMUS 0.5 MG/ML SUSPENSION POR ML"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"6922891000999114"	"TACROLIMUS 0,25 MG SELLO"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"6922911000999111"	"TACROLIMUS 0,5 MG SELLO"
"6922971000999115"	"PREPARADO CON TACROLIMUS"	"6922951000999112"	"TACROLIMUS 1 MG SELLO"
"6923121000999111"	"PREPARADO CON TEICOPLANINA"	"10345881000999115"	"TEICOPLANINA 400 MG LIOFILIZADO"
"6923121000999111"	"PREPARADO CON TEICOPLANINA"	"10349911000999117"	"TEICOPLANINA 200 MG LIOFILIZADO"
"6923141000999117"	"PREPARADO CON TENIPOSIDO"	"10491471000999116"	"TENIPOSIDO 50 MG/5 ML SOLUCION EN AMPOLLA"
"6923161000999118"	"PREPARADO CON TENOXICAM"	"6802241000999115"	"TENOXICAM 20 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"10418221000999110"	"TEOFILINA 400 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"10432991000999114"	"TEOFILINA 450 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"10482791000999115"	"TEOFILINA 200 MG/10 ML SOLUCION EN AMPOLLA"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"10569181000999115"	"TEOFILINA 40 MG/5 ML SUSPENSION EN ENVASE DE 200 ML"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"10569191000999117"	"TEOFILINA 40 MG/5 ML SUSPENSION EN ENVASE DE 150 ML"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"10569201000999119"	"TEOFILINA 40 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"11100301000999116"	"TEOFILINA 80 MG/5 ML SUSPENSION EN ENVASE DE 200 ML"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"11100311000999118"	"TEOFILINA 80 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"5411611000999117"	"TEOFILINA 300 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"6769891000999115"	"TEOFILINA 200 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"6882591000999113"	"TEOFILINA 100 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"6882631000999113"	"TEOFILINA 250 MG COMPRIMIDO"
"6923191000999113"	"PREPARADO CON TEOFILINA"	"6923241000999113"	"TEOFILINA 4 MG SELLO"
"6923341000999119"	"PREPARADO CON TERIPARATIDA"	"10514881000999111"	"TERIPARATIDA 750 MCG/3 ML, SOLUCION EN JERINGA PRELLENADA"
"6923341000999119"	"PREPARADO CON TERIPARATIDA"	"12730531000999115"	"TERIPARATIDA 600MCG/2,4ML SOLUCION INYECTOR PRELLENADO"
"6923341000999119"	"PREPARADO CON TERIPARATIDA"	"12748171000999110"	"TERIPARATIDA 20 MCG/0.08ML SOLUCION EN JERINGA PRELLENADA"
"6923361000999115"	"PREPARADO CON TERLIPRESINA"	"8228561000999110"	"TERLIPRESINA 1 MG POLVO PARA SOLUCIÓN INYECTABLE"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10353811000999111"	"TESTOSTERONA 250 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10353891000999119"	"TESTOSTERONA 250 MG/2 ML SOLUCION EN AMPOLLA"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10457611000999113"	"TESTOSTERONA 100 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10457621000999118"	"TESTOSTERONA 100 MG/2 ML SOLUCION EN AMPOLLA"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10457631000999115"	"TESTOSTERONA 1000 MG/4 ML SOLUCION EN AMPOLLA"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10583601000999116"	"TESTOSTERONA 10 MG/G GEL EN ENVASE DE 150 G"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"10583611000999118"	"TESTOSTERONA 10 MG/G GEL EN ENVASE DE 5 G"
"6923391000999110"	"PREPARADO CON TESTOSTERONA"	"6923421000999115"	"TESTOSTERONA 40 MG COMPRIMIDO"
"6923441000999114"	"PREPARADO CON TESTOSTERONA Y ESTRADIOL"	"10480701000999113"	"TESTOSTERONA 80 MG/ML ESTRADIOL 4 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6923471000999119"	"PREPARADO CON SULFATO TETRADECIL SODICO"	"10353731000999113"	"TETRADECILSULFATO SODICO 20 MG / ML SOLUCION EN AMPOLLA"
"6923471000999119"	"PREPARADO CON SULFATO TETRADECIL SODICO"	"10354321000999113"	"TETRADECILSULFATO SODICO 60 MG/2 ML SOLUCION EN AMPOLLA"
"6923471000999119"	"PREPARADO CON SULFATO TETRADECIL SODICO"	"10524661000999111"	"TETRADECILSULFATO SODICO 10 MG/2 ML SOLUCION EN AMPOLLA"
"6923601000999114"	"PREPARADO CON TIAMINA"	"10350481000999111"	"TIAMINA 100 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6923601000999114"	"PREPARADO CON TIAMINA"	"10829351000999115"	"TIAMINA 50 MG COMPRIMIDO"
"6923601000999114"	"PREPARADO CON TIAMINA"	"10829381000999110"	"TIAMINA 50 MG CAPSULA"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923641000999111"	"TIAMINA 100 MG SELLO"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923711000999117"	"TIAMINA 275 MG SELLO"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923761000999119"	"TIAMINA 30 MG CAPSULAS"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923801000999110"	"TIAMINA 300 MG COMPRIMIDO"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923821000999118"	"TIAMINA 5 MG SELLO"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923851000999114"	"TIAMINA 50 MG SELLO"
"6923601000999114"	"PREPARADO CON TIAMINA"	"6923871000999117"	"TIAMINA 600 MG SELLO"
"6923621000999117"	"PREPARADO CON TIAMINA Y CIANOCOBALAMINA"	"10724141000999117"	"TIAMINA 100 MG/3 ML CIANOCOBALAMINA 1 MG/3 ML SOLUCION EN AMPOLLA"
"6923621000999117"	"PREPARADO CON TIAMINA Y CIANOCOBALAMINA"	"6923581000999117"	"TIAMINA 100 MG CIANOCOBALAMINA 1 MG COMPRIMIDO"
"6923621000999117"	"PREPARADO CON TIAMINA Y CIANOCOBALAMINA"	"7016681000999113"	"CIANOCOBALAMINA 10 MCG TIAMINA 300 MG COMPRIMIDO"
"6923661000999110"	"PREPARADO CON TIAMINA E HIDROXICOBALAMINA"	"10740831000999110"	"TIAMINA 125 MG HIDROXICOBALAMINA 10 MG LIOFILIZADO EN AMPOLLA"
"6923661000999110"	"PREPARADO CON TIAMINA E HIDROXICOBALAMINA"	"6923691000999115"	"TIAMINA 25 MG HIDROXICOBALAMINA 5000 MCG COMPRIMIDO"
"6924091000999114"	"PREPARADO CON TIOPENTAL SODICO"	"10346631000999112"	"TIOPENTAL SODICO 1000 MG/50 ML SOLUCION EN AMPOLLA"
"6924181000999112"	"PREPARADO CON TIOSULFATO SODIO"	"10669261000999113"	"TIOSULFATO DE SODIO 25000 MG/100 ML SOLUCION EN FRASCO AMPOLLA"
"6924181000999112"	"PREPARADO CON TIOSULFATO SODIO"	"10685711000999119"	"TIOSULFATO DE SODIO 2 MOLAR SOLUCION POR ML"
"6924201000999113"	"PREPARADO CON TIOTEPA"	"10492691000999113"	"TIOTEPA 15 MG LIOFILIZADO EN AMPOLLA"
"6924221000999116"	"PREPARADO CON TIROFIBAN"	"10951511000999117"	"TIROFIBAN 12.5 MG/50 ML SOLUCION INYECTABLE EN FRASCO"
"6924451000999113"	"PREPARADO CON TOBRAMICINA"	"10347761000999114"	"TOBRAMICINA 300 MG/ 5 ML SOLUCION EN AMPOLLA"
"6924451000999113"	"PREPARADO CON TOBRAMICINA"	"10530271000999112"	"TOBRAMICINA 0,3% SOLUCION OFTALMICA EN GOTERO DE 5 ML"
"6924451000999113"	"PREPARADO CON TOBRAMICINA"	"10530281000999110"	"TOBRAMICINA 0,3% SOLUCION OFTALMICA EN GOTERO DE 10 ML"
"6924451000999113"	"PREPARADO CON TOBRAMICINA"	"10589961000999111"	"TOBRAMICINA 3 MG/G UNGUENTO EN ENVASE DE 3.5 G"
"6924451000999113"	"PREPARADO CON TOBRAMICINA"	"10589971000999117"	"TOBRAMICINA 3 MG/G UNGUENTO EN ENVASE DE 5 G"
"6924451000999113"	"PREPARADO CON TOBRAMICINA"	"11031071000999117"	"TOBRAMICINA 0.3% GEL EN ENVASE DE 5 GR"
"6924581000999119"	"PREPARADO CON TOXOIDE TETANICO"	"11043561000999117"	"TOXOIDE TETANICO 40 UI/AMPOLLA INYECTABLE"
"6924581000999119"	"PREPARADO CON TOXOIDE TETANICO"	"11043571000999111"	"TOXOIDE TETANICO 75 UI/AMPOLLA INYECTABLE"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10295591000999117"	"TRAMADOL 50 MG/ML SOLUCION INYECTABLE X 1ML"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10295631000999117"	"TRAMADOL 100 MG/2 ML, SOLUCION INYECTABLE"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10334831000999116"	"TRAMADOL 100 MG COMPRIMIDO DE LIBERACION PROLONGADA"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10369131000999119"	"TRAMADOL 50 MG/ML SOLUCION EN FRASCO DE 10 ML"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10369141000999111"	"TRAMADOL 50 MG/ML SOLUCION EN FRASCO DE 20 ML"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10555531000999119"	"TRAMADOL 100 MG/ML, SOLUCION EN ENVASE DE 10 ML"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10555541000999111"	"TRAMADOL 100 MG/ML SOLUCION EN ENVASE DE 20 ML"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10698591000999113"	"TRAMADOL 150 MG COMPRIMIDO DE LIBERACION PROLONGADA"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"10698601000999118"	"TRAMADOL 200 MG COMPRIMIDO DE LIBERACION PROLONGADA"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"6924771000999110"	"CLORHIDRATO TRAMADOL 50 MG COMPRIMIDO"
"6924601000999111"	"PREPARADO CON TRAMADOL"	"9039741000999116"	"TRAMADOL 50 MG, COMPRIMIDO DISGREGACION BUCAL"
"6924891000999118"	"PREPARADO CON TRASTUZUMAB"	"10569691000999110"	"TRASTUZUMAB 440 MG LIOFILIZADO EN AMPOLLA"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"10349481000999119"	"TRIAMCINOLONA 40 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"10351881000999116"	"TRIAMCINOLONA 30 MG/5 ML SOLUCION EN AMPOLLA"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"10351941000999117"	"TRIAMCINOLONA 50 MG/5 ML SOLUCION EN AMPOLLA"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"10381341000999110"	"TRIAMCINOLONA 1 MG/G CREMA EN ENVASE DE 15 GR"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"10381381000999117"	"TRIAMCINOLONA 1 MG/G CREMA EN ENVASE DE 30 GR"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"10560131000999113"	"TRIAMCINOLONA 55 MCG/DISPARO AEROSOL X 120 DOSIS"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"11002871000999112"	"TRIAMCINOLONA 0.1 MG/G CREMA EN ENVASE DE 30 GR"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"11002881000999110"	"TRIAMCINOLONA 0.1 MG/G CREMA EN ENVASE DE 60 GR"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"11014751000999119"	"TRIAMCINOLONA 10 MG/G CREMA OFTALMICA EN ENVASE DE 5 GR"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"11022591000999118"	"TRIAMCINOLONA 3 MG/G GEL EN ENVASE DE 30 G"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"6883011000999117"	"TRIAMCINOLONA 4 MG COMPRIMIDO"
"6924951000999115"	"PREPARADO CON TRIAMCINOLONA"	"6924971000999112"	"TRIAMCINOLONA 8 MG COMPRIMIDO"
"6925171000999113"	"PREPARADO CON TRIMETREXATO"	"10671421000999114"	"TRIMETREXATO 25 MG LIOFILIZADO EN AMPOLLA"
"6925231000999117"	"PREPARADO CON TRIPTORELINA"	"10352861000999117"	"TRIPTORELINA 3.75 MG LIOFILIZADO EN AMPOLLA"
"6925231000999117"	"PREPARADO CON TRIPTORELINA"	"10462161000999113"	"TRIPTORELINA 11.25 MG LIOFILIZADO EN AMPOLLA"
"6925231000999117"	"PREPARADO CON TRIPTORELINA"	"10532661000999116"	"TRIPTORELINA 0.1 MG/ML SOLUCION EN JERINGA PRELLENADA DE 1 ML"
"6925251000999111"	"PREPARADO CON TROPICAMIDA"	"10526151000999110"	"TROPICAMIDA 10 MG/ML, SOLUCION OFTALMICA EN FRASCO GOTERO DE 5 ML"
"6925321000999114"	"PREPARADO CON TROVAFLOXACINA"	"10452311000999117"	"TROVAFLOXACINA 200 MG COMPRIMIDO"
"6925321000999114"	"PREPARADO CON TROVAFLOXACINA"	"10521761000999117"	"TROVAFLOXACINO 200 MG/40 ML SOLUCION EN AMPOLLA"
"6925321000999114"	"PREPARADO CON TROVAFLOXACINA"	"10521921000999112"	"TROVAFLOXACINO 300 MG/60 ML SOLUCION EN AMPOLLA"
"6925761000999115"	"PREPARADO CON UROQUINASA"	"10482931000999117"	"UROQUINASA 100000 UINT, LIOFILIZADO EN FRASCO AMPOLLA"
"6925761000999115"	"PREPARADO CON UROQUINASA"	"10720971000999117"	"UROQUINASA 500000 UI LIOFILIZADO EN AMPOLLA"
"6925861000999112"	"PREPARADO CON VANCOMICINA"	"10290881000999112"	"VANCOMICINA 500 MG LIOFILIZADO EN AMPOLLA"
"6925861000999112"	"PREPARADO CON VANCOMICINA"	"10290901000999114"	"VANCOMICINA 1000 MG LIOFILIZADO EN AMPOLLA"
"6925861000999112"	"PREPARADO CON VANCOMICINA"	"10830891000999110"	"VANCOMICINA 250 MG CAPSULA"
"6925861000999112"	"PREPARADO CON VANCOMICINA"	"9144351000999111"	"VANCOMICINA 0.05 MG/ML JERINGA"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10338891000999110"	"ACICLOVIR 500 MG LIOFILIZADO"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10338981000999118"	"ACICLOVIR 250 MG LIOFILIZADO"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10371041000999116"	"ACICLOVIR 200 MG/5ML SUSPENSION EN FRASCO DE 240 ML"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10371121000999111"	"ACICLOVIR 200 MG/5ML SUSPENSION EN FRASCO DE 125 ML"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10371181000999110"	"ACICLOVIR 400 MG/5ML, SUSPENSION EN FRASCO DE 120 ML"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10374231000999119"	"ACICLOVIR 400 MG/5ML SUSPENSION EN FRASCO DE 120 ML"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10374301000999119"	"ACICLOVIR 400 MG/5ML SUSPENSION EN FRASCO DE 125 ML"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10381541000999119"	"ACICLOVIR 50 MG/G CREMA EN ENVASE DE 2 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10381551000999117"	"ACICLOVIR 50 MG/G CREMA EN ENVASE DE 10 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10381561000999115"	"ACICLOVIR 50 MG/G CREMA EN ENVASE DE 3 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10381721000999117"	"ACICLOVIR 50 MG/G CREMA EN ENVASE DE 5 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10383351000999111"	"ACICLOVIR 30 MG/G CREMA EN ENVASE DE 10 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10383361000999113"	"ACICLOVIR 30 MG/G CREMA EN ENVASE DE 5 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10527601000999118"	"ACICLOVIR 50 MG/G UNGUENTO EN ENVASE DE 5 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"10527611000999115"	"ACICLOVIR 50 MG/G UNGUENTO EN ENVASE DE 10 GR"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"11135151000999117"	"ACICLOVIR 30 MG/ML SOLUCION EN FRASCO GOTERO DE 5 ML"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"5399291000999116"	"ACICLOVIR 400 MG COMPRIMIDO"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"5399811000999112"	"ACICLOVIR 800 MG COMPRIMIDO"
