Productos_Clave	Productos_Descripcion	Importancia	AccionesTerapeuticas_Clave	AccionesTerapeuticas_Descripcion
6201	CRATENOX	9	181	Cardiotónico
6202	DISTONAL	9	252	Antidepresivo tricíclico
6203	LOSAPRES-D	1	76	Antihipertensivo
6203	LOSAPRES-D	2	77	Diurético
6203	LOSAPRES-D	9	672	Inhibidor de la angiotensina II
6205	DERMOTIVIN	9	1315	Dermocosmético
6206	COAPROVEL	9	76	Antihipertensivo
6208	BIOGEL	1	183	Antiseborreico
6208	BIOGEL	2	243	Anticaspa
6209	CREVET L	9	979	Vitaminoterapia C
6212	INSULINA HUMALOG MIX 25	9	155	Hipoglucemiante
6215	ALDROX	9	231	Antiosteoporótico
6216	CLOBETASOL	9	267	Corticosteroide tópico
6217	ENALAPRIL	9	76	Antihipertensivo
6219	GINECOPAST DUAL	1	99	Tricomonicida
6219	GINECOPAST DUAL	9	307	Antimicótico vaginal
6219	GINECOPAST DUAL	9	376	Antimicótico tópico
6221	HIPOLIXAN	9	73	Hipolipemiante
6222	PRESILAM	9	79	Antagonista del calcio
6223	RAMIPRES	9	76	Antihipertensivo
6224	GEMFIBROZILO	1	73	Hipolipemiante
6224	GEMFIBROZILO	2	970	Reductor del colesterol
6225	ALCOHOL YODADO 0,25%	9	95	Antiséptico
6226	GLUCOSA	9	698	Hiperglucemiante
6229	GEMZAR	9	256	Oncológico
6230	ZYVOX	9	91	Antibiótico
6231	MONTICINA	9	309	Antibiótico tópico
6232	LOMPRAX	9	369	Antiaerofágico
6233	PROMIDAN	2	114	Relajante muscular
6233	PROMIDAN	9	118	Analgésico
6234	SORIDERMAL	9	205	Antimicótico de amplio espectro
6236	CREMINEM	9	376	Antimicótico tópico
6237	CREMINEM-B	9	376	Antimicótico tópico
6238	DILTOTAL	9	408	Polivitamínico con minerales
6241	ELITIRAN-GP	9	112	Antiinflamatorio
6241	ELITIRAN-GP	9	118	Analgésico
6242	ELITIRAN GEL	9	312	Antiinflamatorio tópico
6243	ACETAZOLAMIDA	9	77	Diurético
6244	GRISEOFULVINA	9	92	Antimicótico
6245	HIDRALAZINA	9	76	Antihipertensivo
6246	HIDROCLOROTIAZIDA	9	77	Diurético
6247	COLCHICINA	9	115	Antigotoso
6248	ISOSORBIDE DINITRATO	9	204	Vasodilatador coronario
6249	FLUNARIZINA	9	758	Vasodilatador cerebral y periférico
6250	NISTATINA	9	92	Antimicótico
6252	TONOFLEX	1	118	Analgésico
6252	TONOFLEX	2	114	Relajante muscular
6253	CLOZANIL	1	550	Tranquilizante menor
6253	CLOZANIL	2	224	Ansiolítico
6253	CLOZANIL	3	171	Anticonvulsivo
6254	VADIRAL	1	93	Antiviral
6254	VADIRAL	2	97	Antiherpético
6255	EMOLAN PROTECTOR SOLAR FPS 20	9	549	Protector solar
6256	EMOLAN BLOQUEADOR SOLAR FPS 60	9	704	Bloqueador solar
6258	ACCURETIC	9	76	Antihipertensivo
6259	VENARTEL	1	82	Antivaricoso
6259	VENARTEL	9	279	Flebotónico
6260	AMINOFILINA	1	143	Antiasmático
6260	AMINOFILINA	2	144	Broncodilatador
6261	CINARIZINA	9	78	Vasodilatador cerebral
6262	GLIFORTEX	9	419	Hipoglucemiante oral
6264	LOVASTATINA L. CH.	9	276	Hipocolesterolemiante
6265	AMARILLA 2%	9	599	Antiséptico ocular
6271	ARTEVIL	9	48	Inhibidor de la agregación plaquetaria
6272	HELPIN	9	709	Tratamiento de la disfunción eréctil
6273	LAFIGIN	9	119	Antiepiléptico
6275	PEGINTRON	9	93	Antiviral
6275	PEGINTRON	9	109	Inmunomodulador
6275	PEGINTRON	9	275	Antiproliferante
6276	ABRILAR	1	235	Mucolítico
6276	ABRILAR	2	227	Broncoespasmolítico
6276	ABRILAR	3	179	Antitusivo
6277	COMPLEX 15	9	568	Humectante dérmico
6279	NUM-ZIT	9	774	Micronutriente
6282	FEM 7 COMBI	9	773	Estrogenoterapia secuencial combinada
6283	BUXON	1	130	Antidepresivo
6283	BUXON	9	772	Deshabituante tabáquico
6284	MIRELLE	9	771	Anticonceptivo oral combinado
6285	MIRENA	9	815	Endoceptivo
6287	DRINA	9	236	Antiandrogénico
6289	MIDALET 20	9	103	Anticonceptivo
6293	DISLIPOR	9	276	Hipocolesterolemiante
6294	HIDROXICARBAMIDA	9	81	Citostático
6295	INSUMAN N	9	155	Hipoglucemiante
6296	INSUMAN R	9	155	Hipoglucemiante
6297	NASTIFRIN COMPUESTO DN	1	174	Antigripal
6297	NASTIFRIN COMPUESTO DN	2	118	Analgésico
6297	NASTIFRIN COMPUESTO DN	3	141	Descongestivo
6298	SANDRENA 0,1% GEL	9	305	Estrogenoterapia
6299	TOPAMAX	9	119	Antiepiléptico
6300	LERTAMINE JARABE	1	88	Antihistamínico
6300	LERTAMINE JARABE	9	141	Descongestivo
6300	LERTAMINE JARABE	9	220	Vasoconstrictor
6301	CARBOLIT	9	777	Estabilizador del ánimo
6302	MONDRIAN	1	775	Coadyuvante de la supresión del tabaquismo
6302	MONDRIAN	9	130	Antidepresivo
6305	CIPROXINO	9	91	Antibiótico
6306	DOSIN	1	400	Regulador de la función motora digestiva
6306	DOSIN	9	10	Antiemético
6307	BLOX-D	2	77	Diurético
6307	BLOX-D	9	76	Antihipertensivo
6310	CALCEFOR D FORTE	9	291	Calciterápico
6311	LIPOX	9	276	Hipocolesterolemiante
6313	SENTIDOL	1	130	Antidepresivo
6313	SENTIDOL	9	224	Ansiolítico
6314	TELSET	9	376	Antimicótico tópico
6317	MINESSE	9	771	Anticonceptivo oral combinado
6319	PREVENAR	9	534	Inmunización antineumocócica
6320	BELARA	9	103	Anticonceptivo
6322	ENBREL	9	817	Inhibidor del factor de necrosis tumoral
6323	3A OFTENO	1	118	Analgésico
6323	3A OFTENO	2	213	Antiinflamatorio no esteroide
6324	ZINNAT	9	616	Antibiótico cefalosporínico
6325	PAROX MELTAB	1	118	Analgésico
6325	PAROX MELTAB	9	121	Antipirético
6326	ACEPRAN	1	127	Sedante
6326	ACEPRAN	2	126	Hipnótico
6326	ACEPRAN	3	171	Anticonvulsivo
6326	ACEPRAN	4	809	Agente antipánico
6326	ACEPRAN	9	224	Ansiolítico
6327	QUINOBIOT	9	810	Antibiótico fluoroquinolónico
6328	ULTRAC Q10	9	385	Multivitamínico
6331	MINIDOL GOTAS	9	176	Analgésico central
6342	FOSVAL 70MG	9	653	Tratamiento de la osteoporosis
6343	ACTIPRAM	9	130	Antidepresivo
6347	ZOMETA	9	780	Inhibidor de la resorción osteoclástica
6349	VITALUX	9	35	Vitaminoterapia
6350	STARLIX	9	419	Hipoglucemiante oral
6351	FINDALER JARABE	1	142	Antialérgico
6354	AMLODIPINO	1	76	Antihipertensivo
6354	AMLODIPINO	2	34	Antianginoso
6355	ORLON	9	491	Anticonceptivo oral
6357	AERIUS	1	142	Antialérgico
6357	AERIUS	2	88	Antihistamínico
6357	AERIUS	9	112	Antiinflamatorio
6358	ALTRULINE	9	130	Antidepresivo
6362	PROSTAFORT	9	849	Preventivo hipertrofia prostática benigna
6363	TURMERIK	1	112	Antiinflamatorio
6363	TURMERIK	9	925	Quimioprotector
6364	UNCADOL	1	112	Antiinflamatorio
6364	UNCADOL	9	295	Antioxidante
6367	ACTONEL	9	231	Antiosteoporótico
6372	XINDER CREMA DERMICA 0,05%	9	267	Corticosteroide tópico
6375	AUXXIL	9	810	Antibiótico fluoroquinolónico
6376	DERMABEL	9	37	Antiacneico tópico
6377	KITADOL PERIODO MENSTRUAL	1	118	Analgésico
6377	KITADOL PERIODO MENSTRUAL	2	112	Antiinflamatorio
6377	KITADOL PERIODO MENSTRUAL	9	5	Antiespasmódico
6378	LODIPRES	9	76	Antihipertensivo
6379	PEDIAPROFEN FORTE	1	112	Antiinflamatorio
6379	PEDIAPROFEN FORTE	2	118	Analgésico
6379	PEDIAPROFEN FORTE	3	455	Antipirético no esteroide
6383	CORTIGRIP DIA/NOCHE	1	174	Antigripal
6384	MEDITOINA	1	5	Antiespasmódico
6385	WINASORB FLEX	9	465	Relajante musculoesquelético
6386	PLENIDON	9	609	Hipnótico no benzodiazepínico
6387	BERSEN S.O.	9	747	Corticoterapia
6388	CLORMEZANONA	9	114	Relajante muscular
6389	CLAVOXILINA BID	1	91	Antibiótico
6389	CLAVOXILINA BID	9	248	Antimicrobiano
6390	ESTREVA GEL	9	760	Estrogenoterapia percutánea
6391	DIGENIL	1	272	Digestivo enzimático
6391	DIGENIL	9	369	Antiaerofágico
6394	SELERUP	9	709	Tratamiento de la disfunción eréctil
6395	GYNOCANESTEN 1	1	205	Antimicótico de amplio espectro
6395	GYNOCANESTEN 1	9	99	Tricomonicida
6398	SERETIDE LF CD	9	94	Corticosteroide
6398	SERETIDE LF CD	9	144	Broncodilatador
6399	RAPAMUNE	9	156	Inmunosupresor
6400	CANCIDAS	9	237	Antimicótico sistémico
6402	CARBORON RETARD	9	525	Antipsicótico
6403	NEBAPUL	9	751	Estimulante del sistema nervioso central
6404	SECAND	9	1193	Generador natural de saliva
6405	ZEBRAK	9	130	Antidepresivo
6409	STIEVAMYCIN GEL 0,025	9	37	Antiacneico tópico
6410	STIPROX SHAMPOO 1,5%	1	229	Antifúngico
6410	STIPROX SHAMPOO 1,5%	2	112	Antiinflamatorio
6410	STIPROX SHAMPOO 1,5%	3	178	Antipruriginoso
6410	STIPROX SHAMPOO 1,5%	9	248	Antimicrobiano
6411	LOSEC IV	9	574	Inhibidor de la bomba de protones
6413	ALBEOLER	9	792	Corticoterapia inhalatoria
6414	COAROL	9	604	Anticoagulante oral
6416	SPIRON GOTAS	9	717	Antipsicótico atípico
6417	AERO-BUD	9	792	Corticoterapia inhalatoria
6418	AERO-PLUS	1	144	Broncodilatador
6418	AERO-PLUS	9	792	Corticoterapia inhalatoria
6419	MEDAZOL GEL	1	943	Tratamiento de la rosácea
6419	MEDAZOL GEL	9	403	Antibacteriano tópico
6420	SANIPROSTOL	9	236	Antiandrogénico
6421	SERTRALINA	9	130	Antidepresivo
6422	IBUPIRAC FORTE	1	121	Antipirético
6422	IBUPIRAC FORTE	2	118	Analgésico
6422	IBUPIRAC FORTE	9	112	Antiinflamatorio
6423	SANIPRESIN-D	1	76	Antihipertensivo
6423	SANIPRESIN-D	9	674	Bloqueador de la angiotensina II
6424	CLIMATROL E	9	305	Estrogenoterapia
6425	LEODRIN 70	9	793	Prevención y tratamiento de la osteoporosis
6426	FLUSONA	9	143	Antiasmático
6427	BELOMET	9	143	Antiasmático
6428	COLCHICINA	9	115	Antigotoso
6430	GINKGO BILOBA	1	334	Antiisquémico
6430	GINKGO BILOBA	9	758	Vasodilatador cerebral y periférico
6431	NOSPASMIN	9	5	Antiespasmódico
6432	NOSPASMIN COMPUESTO	9	5	Antiespasmódico
6433	TRAMADOL	9	176	Analgésico central
6434	LUTAMIDAL	9	236	Antiandrogénico
6435	VASTUS 5MG	9	569	Inhibidor de la conversión de testosterona
6437	TRICIVIR	9	606	Antirretroviral
6441	NEFERSIL GEL	9	393	Analgésico tópico
6442	SALBUTAMOL CON BECLOMETASONA	1	94	Corticosteroide
6442	SALBUTAMOL CON BECLOMETASONA	2	144	Broncodilatador
6443	TRAVATAN	9	268	Antiglaucomatoso
6447	FENAX	1	142	Antialérgico
6447	FENAX	9	88	Antihistamínico
6448	BLOPRESS-D	1	76	Antihipertensivo
6448	BLOPRESS-D	2	672	Inhibidor de la angiotensina II
6448	BLOPRESS-D	9	77	Diurético
6449	DELTAMID OFTENO	1	91	Antibiótico
6449	DELTAMID OFTENO	9	313	Antiinflamatorio oftálmico
6450	GELODERM FORTE	9	757	Antirrosácea
6452	GLIVEC	9	247	Antineoplásico
6453	GENTEAL SOLUCION OFTALMICA 0,3%	9	41	Lubricante oftálmico
6455	BILATEN	9	76	Antihipertensivo
6456	CLASIFEL CREMA 4%	9	710	Despigmentante
6457	HIPERFLEX	9	169	Antiartrósico
6458	PERIOXIDIN GEL	9	193	Antiséptico bucofaríngeo
6464	NIMESYL	1	118	Analgésico
6464	NIMESYL	2	112	Antiinflamatorio
6464	NIMESYL	9	121	Antipirético
6465	NIMESYL GEL	1	112	Antiinflamatorio
6465	NIMESYL GEL	9	118	Analgésico
6466	LATOF	9	268	Antiglaucomatoso
6467	GASTROLEN	1	5	Antiespasmódico
6467	GASTROLEN	9	224	Ansiolítico
6470	LOUTEN	9	268	Antiglaucomatoso
6472	FINDALER-D	1	182	Descongestivo nasal
6472	FINDALER-D	2	142	Antialérgico
6473	DEZARTAL	9	747	Corticoterapia
6474	REFRESH TEARS	9	601	Lubricante ocular
6474	REFRESH TEARS	9	858	Lágrima artificial
6475	TOBRAGAN	9	242	Antibiótico oftálmico
6478	CILCLAR	9	1170	Limpieza ocular
6479	PROMIL GOLD + LUTEINA	9	522	Complemento nutricional
6480	S-26 AR	9	406	Suplemento nutricional
6481	VINCRISTINA	9	81	Citostático
6484	MIGRAX	9	288	Antijaquecoso
6486	TRITTICO AC	1	130	Antidepresivo
6486	TRITTICO AC	2	127	Sedante
6486	TRITTICO AC	3	823	Hipnoinductor
6487	VIADIL FORTE	9	5	Antiespasmódico
6489	DIGOXIN	9	181	Cardiotónico
6493	AMOXIPENIL	9	91	Antibiótico
6495	CICLOMEX-15	9	103	Anticonceptivo
6497	ALFIN	9	709	Tratamiento de la disfunción eréctil
6498	CIBLEX	9	130	Antidepresivo
6499	NEOCLARITINE	1	142	Antialérgico
6499	NEOCLARITINE	2	88	Antihistamínico
6499	NEOCLARITINE	3	112	Antiinflamatorio
6500	ARADIX	9	372	Estimulante del SNC
6501	NEURYL	1	171	Anticonvulsivo
6501	NEURYL	2	224	Ansiolítico
6501	NEURYL	3	806	Antipánico
6503	FLUCOCCINUM	9	174	Antigripal
6504	INFLUK	9	93	Antiviral
6504	INFLUK	9	174	Antigripal
6505	LACHESS	9	848	Síndrome y dolor premenstrual
6507	PERTUSSIN	9	179	Antitusivo
6508	VARIPLEX	9	821	Venotónico
6510	TALFLEX T.U.	9	213	Antiinflamatorio no esteroide
6511	NORMATEN PLUS	1	76	Antihipertensivo
6511	NORMATEN PLUS	9	77	Diurético
6512	DALACIN OVULOS	9	818	Antiinfeccioso vaginal
6513	DINAFLEX DUO	9	169	Antiartrósico
6514	LUMIGAN	9	268	Antiglaucomatoso
6515	IGAMAD	9	707	Inmunización pasiva
6516	IGANTET	9	535	Inmunización antitetánica
6522	EUROGESIC GEL	1	112	Antiinflamatorio
6522	EUROGESIC GEL	9	393	Analgésico tópico
6523	CLOVAL COMPUESTO	1	179	Antitusivo
6523	CLOVAL COMPUESTO	2	144	Broncodilatador
6525	GASORBOL PLUS	1	3	Antiflatulento
6525	GASORBOL PLUS	9	2	Antiácido
6528	NEXIUM	9	574	Inhibidor de la bomba de protones
6529	SYMBICORT TURBUHALER	1	143	Antiasmático
6529	SYMBICORT TURBUHALER	9	144	Broncodilatador
6531	GLUCOVANCE	9	812	Antihiperglucemiante
6533	GRANEODIN	9	193	Antiséptico bucofaríngeo
6534	HYPERCRIT	9	813	Estimulante de la eritropoyesis
6535	NEUTROMAX	9	814	Estimulante de colonias de granulocitos
6536	BRONCARD	9	179	Antitusivo
6537	CINACTIV	9	37	Antiacneico tópico
6539	LOCOID LIPOCREAM	9	824	Antiinflamatorio tópico esteroidal
6542	ALERTOP	1	88	Antihistamínico
6542	ALERTOP	2	554	Antagonista H1
6553	FRESHMEL TOS	1	193	Antiséptico bucofaríngeo
6553	FRESHMEL TOS	9	179	Antitusivo
6563	C+E CKL	9	295	Antioxidante
6564	C+AHA CKL	9	295	Antioxidante
6568	DACARBAZINA	9	247	Antineoplásico
6570	HIDROXICARBAMIDA	9	247	Antineoplásico
6571	IFOSFAMIDA	9	247	Antineoplásico
6572	ONDANSETRON	9	10	Antiemético
6573	PACLITAXEL	9	247	Antineoplásico
6574	VINCRISTINA	9	247	Antineoplásico
6576	CERAZETTE	9	491	Anticonceptivo oral
6580	TAPSIN MUJER	9	827	Terapia del síndrome menstrual y premenstrual
6583	ALUMINIO HIDROXIDO	9	2	Antiácido
6584	ANOVULATORIO MICRO-DOSIS	9	103	Anticonceptivo
6585	AZITROMICINA	9	91	Antibiótico
6586	BACITRACINA + NEOMICINA	9	309	Antibiótico tópico
6587	CALCIVORIN-D	9	291	Calciterápico
6589	DICLOFENACO SODICO RETARD	1	118	Analgésico
6589	DICLOFENACO SODICO RETARD	9	112	Antiinflamatorio
6590	DIGOXINA	9	181	Cardiotónico
6591	FENITOINA SODICA PROMPT	1	171	Anticonvulsivo
6591	FENITOINA SODICA PROMPT	9	68	Antiarrítmico
6595	NYOLOL GEL	9	268	Antiglaucomatoso
6596	METAMIZOL SODICO (DIPIRONA)	1	118	Analgésico
6596	METAMIZOL SODICO (DIPIRONA)	2	121	Antipirético
6597	MINTAVIT-C	9	35	Vitaminoterapia
6598	NITRENDIPINO	9	76	Antihipertensivo
6599	NITROFURANTOINA MACRO	9	164	Antiséptico urinario
6601	PENTOXIFILINA	9	389	Vasodilatador
6604	PYRIPED FORTE	1	118	Analgésico
6604	PYRIPED FORTE	9	112	Antiinflamatorio
6605	TRIMEBUTINO	9	400	Regulador de la función motora digestiva
6620	AVAXIM	9	675	Inmunoterapia hepatitis A
6621	ACTACEL	9	597	Inmunización activa
6622	BIKEN	9	597	Inmunización activa
6628	DERMAC JABON	9	822	Coadyuvante en el tratamiento del acné
6630	DOLOFAR INYECTABLE	1	112	Antiinflamatorio
6630	DOLOFAR INYECTABLE	9	118	Analgésico
6632	PRO LERTUS	1	118	Analgésico
6632	PRO LERTUS	2	112	Antiinflamatorio
6633	MELODOL	1	118	Analgésico
6633	MELODOL	2	112	Antiinflamatorio
6633	MELODOL	9	445	Antirreumático no esteroide
6634	ARNELA	1	92	Antimicótico
6634	ARNELA	2	99	Tricomonicida
6640	AMOXIPENIL DUO	9	91	Antibiótico
6643	ECAX	1	113	Antirreumático
6643	ECAX	2	118	Analgésico
6643	ECAX	3	336	Antiflogístico
6645	TRIVITANA Q10	1	460	Nutriente
6645	TRIVITANA Q10	2	295	Antioxidante
6645	TRIVITANA Q10	9	466	Vitamínico
6646	VENOSERIN CAPSULAS	1	279	Flebotónico
6646	VENOSERIN CAPSULAS	2	321	Protector de la red capilar
6646	VENOSERIN CAPSULAS	9	112	Antiinflamatorio
6647	VENOSERIN GEL	1	279	Flebotónico
6647	VENOSERIN GEL	2	321	Protector de la red capilar
6647	VENOSERIN GEL	9	112	Antiinflamatorio
6648	ENTOCORT	1	825	Glucocorticoide
6648	ENTOCORT	2	741	Antiinflamatorio local
6649	TERFEX SPRAY	9	376	Antimicótico tópico
6654	DIANORMAX MR	9	32	Antidiabético
6658	ARCOLANE	9	243	Anticaspa
6660	BIOFLORA	9	200	Reconstituyente de la flora intestinal
6662	FOLIFEMIN AF	9	69	Antianémico
6665	NENEGLOSS ADVANCED	1	185	Cicatrizante
6665	NENEGLOSS ADVANCED	2	476	Regenerador epitelial
6667	ZELDOX	9	525	Antipsicótico
6668	TRIOX N.F.	1	112	Antiinflamatorio
6668	TRIOX N.F.	2	118	Analgésico
6668	TRIOX N.F.	9	121	Antipirético
6670	TRAVIATA	9	130	Antidepresivo
6673	LORATADINA L. CH.	1	88	Antihistamínico
6673	LORATADINA L. CH.	2	142	Antialérgico
6681	BETACAR	9	76	Antihipertensivo
6684	CALDEVAL	9	746	Calcioterapia
6687	BECLOMETASONA DIPROPIONATO	9	143	Antiasmático
6688	BUDESONIDA	1	792	Corticoterapia inhalatoria
6688	BUDESONIDA	2	112	Antiinflamatorio
6688	BUDESONIDA	9	142	Antialérgico
6689	SETRONIL	9	130	Antidepresivo
6690	CONDROSULF	9	169	Antiartrósico
6692	SANALER-D	1	88	Antihistamínico
6692	SANALER-D	2	182	Descongestivo nasal
6696	ISQUELIUM	1	290	Antitrombótico
6696	ISQUELIUM	9	604	Anticoagulante oral
6698	LATOF-T	9	268	Antiglaucomatoso
6701	NOVACILINA	1	91	Antibiótico
6701	NOVACILINA	9	26	Antibacteriano
6702	O-PLAT	9	247	Antineoplásico
6704	NORPILEN XR	1	130	Antidepresivo
6704	NORPILEN XR	2	224	Ansiolítico
6705	DEFLAMAT GOTAS	1	118	Analgésico
6705	DEFLAMAT GOTAS	9	112	Antiinflamatorio
6706	BLOCAR	1	76	Antihipertensivo
6706	BLOCAR	2	769	Tratamiento de la insuficiencia cardíaca
6709	EVIMAL	9	688	Terapéutica del Alzheimer
6710	BRIMOPRESS	9	268	Antiglaucomatoso
6711	GLAUCOTENSIL T	9	268	Antiglaucomatoso
6712	OPTAMOX	9	842	Antibiótico bactericida de amplio espectro
6715	ANPOSEL	9	118	Analgésico
6717	CALNER	9	968	Ansiolítico benzodiazepínico
6718	DONEGAL	9	454	Antirreflujo
6719	GASTRODINE	9	7	Antiulceroso
6723	DUALTEN	9	76	Antihipertensivo
6724	VITAYDE C	9	35	Vitaminoterapia
6725	HOLADREN 7D	9	694	Inhibidor de la resorción ósea
6726	RIPOL	9	709	Tratamiento de la disfunción eréctil
6727	PROSTALL	9	444	Terapia prostática
6728	NIOFEN FLU	1	118	Analgésico
6728	NIOFEN FLU	2	174	Antigripal
6728	NIOFEN FLU	3	112	Antiinflamatorio
6728	NIOFEN FLU	4	121	Antipirético
6729	NIOFEN FLU FORTE	1	118	Analgésico
6729	NIOFEN FLU FORTE	2	112	Antiinflamatorio
6729	NIOFEN FLU FORTE	3	121	Antipirético
6729	NIOFEN FLU FORTE	9	174	Antigripal
6730	DEUCODOL SUSPENSION	1	121	Antipirético
6730	DEUCODOL SUSPENSION	9	112	Antiinflamatorio
6731	TUSMINAL	9	179	Antitusivo
6732	ATORVASTATINA	9	835	Coadyuvante en la reducción del colesterol
6733	PULBRONC SIMPLE	9	179	Antitusivo
6735	DORSOF T	1	504	Bloqueante betaadrenérgico
6735	DORSOF T	9	838	Inhibidor de la anhidrasa carbónica
6736	CLARITROMICINA	9	91	Antibiótico
6737	ALEXIA D	1	88	Antihistamínico
6737	ALEXIA D	9	141	Descongestivo
6738	DOLOVERINA	1	5	Antiespasmódico
6738	DOLOVERINA	9	839	Musculotrópico
6739	XOLOF	9	165	Antiinfeccioso oftálmico
6740	XOLOF D	1	100	Antiinfeccioso
6740	XOLOF D	9	313	Antiinflamatorio oftálmico
6741	INFOR Q10	9	981	Multivitamínico con coenzima Q10
6745	APLACID	9	130	Antidepresivo
6747	LEGOFER	9	69	Antianémico
6748	LISODER	9	267	Corticosteroide tópico
6749	VENLAX XR	9	130	Antidepresivo
6750	POENTOBRAL PLUS	1	248	Antimicrobiano
6750	POENTOBRAL PLUS	2	313	Antiinflamatorio oftálmico
6751	ACTIVELLE	1	469	Estrógeno
6751	ACTIVELLE	9	397	Progestagenoterapia
6752	FEMIBEL	9	305	Estrogenoterapia
6753	CLODAVAN	9	871	Corticoterapia tópica
6754	RINODAN	9	840	Limpieza nasal
6755	THYROZOL	9	483	Terapia tiroidea
6757	ARTESOL	9	167	Antiagregante plaquetario
6758	DAZOLIN	9	688	Terapéutica del Alzheimer
6761	IMPLANON IMPLANTE	9	103	Anticonceptivo
6762	OSEOTAL 70	9	231	Antiosteoporótico
6763	ALPHAGAN P	9	268	Antiglaucomatoso
6764	PRONTO DRY	9	732	Test de diagnóstico
6766	BUDENOFALK	9	359	Antiinflamatorio intestinal
6773	EUCERIN PIEL GRASA/MIXTA	9	695	Dermatocosmético
6775	VIDEX EC	9	93	Antiviral
6776	ACAMOL COMPUESTO	1	118	Analgésico
6776	ACAMOL COMPUESTO	9	112	Antiinflamatorio
6777	TROZOLET	9	247	Antineoplásico
6780	XYLOCAINA AEROSOL	9	166	Anestésico local
6781	XYLOCAINA VISCOSA	9	166	Anestésico local
6784	AGGLAD OFTENO	9	851	Antiglaucomatoso tópico
6785	AZ OFTENO	9	208	Antialérgico ocular
6786	ARENDAL	9	653	Tratamiento de la osteoporosis
6788	ATORVASTATINA	1	73	Hipolipemiante
6788	ATORVASTATINA	9	276	Hipocolesterolemiante
6801	GOVAL	9	525	Antipsicótico
6806	PROGRAF	9	109	Inmunomodulador
6809	ARATAN	9	76	Antihipertensivo
6810	ARATAN D	9	76	Antihipertensivo
6811	BRONCODUAL	9	179	Antitusivo
6822	ELCAL-D SUPRA	9	291	Calciterápico
6823	EROSFIL	9	709	Tratamiento de la disfunción eréctil
6824	LISACNE	9	1328	Tratamiento del acné nódulo quístico grave
6826	DURAPROX	1	112	Antiinflamatorio
6826	DURAPROX	2	118	Analgésico
6826	DURAPROX	3	121	Antipirético
6831	ZALDIAR	9	176	Analgésico central
6833	BAGOMICINA	9	91	Antibiótico
6834	FLOGOCORT	9	94	Corticosteroide
6835	MICOSET	9	229	Antifúngico
6835	MICOSET	9	376	Antimicótico tópico
6838	TEMPERAX	9	130	Antidepresivo
6839	ULTRABIOTIC	9	309	Antibiótico tópico
6840	DEUCOALER	9	844	Antialérgico potenciado con corticoide
6841	PROCION	9	845	Corticoterapia sistémica
6842	LUBRIDERM NUTRITIVA	1	295	Antioxidante
6842	LUBRIDERM NUTRITIVA	9	568	Humectante dérmico
6843	CAREZA	9	771	Anticonceptivo oral combinado
6845	SERIVO	9	130	Antidepresivo
6846	FELSOL	9	375	Antimicótico oral
6847	DOLPIC FORTE	9	400	Regulador de la función motora digestiva
6848	CANDESARTAN CILEXETILO	9	76	Antihipertensivo
6849	CANDESARTAN CILEXETILO + HIDROCLOROTIAZ.	1	76	Antihipertensivo
6849	CANDESARTAN CILEXETILO + HIDROCLOROTIAZ.	9	77	Diurético
6851	LEODRIN 35MG	9	231	Antiosteoporótico
6852	ARLETTE 28	9	306	Progestágeno
6853	HIPERFLEX FORTE	9	169	Antiartrósico
6854	ACICLOVIR	9	93	Antiviral
6855	XALACOM	9	268	Antiglaucomatoso
6858	LEUCOVORINA	9	247	Antineoplásico
6859	AROMASIN	1	247	Antineoplásico
6859	AROMASIN	2	664	Inhibidor de la aromatasa
6860	AMLODIPINO	1	76	Antihipertensivo
6860	AMLODIPINO	2	34	Antianginoso
6863	LORATADINA	1	88	Antihistamínico
6863	LORATADINA	2	142	Antialérgico
6864	MELOXICAM	1	118	Analgésico
6864	MELOXICAM	2	112	Antiinflamatorio
6864	MELOXICAM	3	113	Antirreumático
6870	BUTARTROL FORTE	9	112	Antiinflamatorio
6870	BUTARTROL FORTE	9	113	Antirreumático
6870	BUTARTROL FORTE	9	114	Relajante muscular
6870	BUTARTROL FORTE	9	118	Analgésico
6871	SANALER	1	88	Antihistamínico
6871	SANALER	9	142	Antialérgico
6877	PROCTOPLEX	0	80	Antihemorroides
6879	REQUIP	9	123	Antiparkinsoniano
6883	ARTRIZONA	9	846	Tratamiento de la osteoartritis
6884	BEROCCA PLUS	9	408	Polivitamínico con minerales
6885	BI-EUGLUCON-M	9	502	Antidiabético oral
6886	PEGASYS	9	737	Antiviral específico para hepatitis C
6890	ACCU-CHEK	9	1189	Determinación cuantitativa de glicemia
6891	ACCU-CHEK SOFTCLIX	9	1190	Sistema de punción
6892	SEREPRID	9	125	Neuroléptico
6893	UBITEN	9	295	Antioxidante
6893	UBITEN	9	406	Suplemento nutricional
6894	DIRTOP	9	709	Tratamiento de la disfunción eréctil
6895	ATENFAR	9	73	Hipolipemiante
6896	DISLEP	1	484	Procinético
6896	DISLEP	2	10	Antiemético
6896	DISLEP	9	214	Regulador intestinal
6900	PHARMATON	9	408	Polivitamínico con minerales
6901	MICARDIS PLUS	9	76	Antihipertensivo
6903	BREXOTIDE LF	9	144	Broncodilatador
6903	BREXOTIDE LF	9	792	Corticoterapia inhalatoria
6904	RILUTEK	9	451	Neuroprotector
6906	METFORMINA	9	419	Hipoglucemiante oral
6907	VARTALAN	1	76	Antihipertensivo
